track,artist,album,popularity_score,track_id,track_uri,spotify_link,preview,album_image_large,album_image_small,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Too Much in Common,Dombresky,Too Much in Common,31,16puCweE0tSl7YAhNKB3MR,spotify:track:16puCweE0tSl7YAhNKB3MR,https://open.spotify.com/track/16puCweE0tSl7YAhNKB3MR,https://p.scdn.co/mp3-preview/1eebfdff7f041e094e7a8556a42a3149df6dccfd?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e021571e3656f9c4774c2e7cfd9,https://i.scdn.co/image/ab67616d000048511571e3656f9c4774c2e7cfd9,0.747,0.889,8,-5.995,1,0.0896,0.0523,0.000496,0.12,0.503,125.957,242841,4
Club Music,Lucati,Club Music,0,1kOC2ekksEERxHDSmNhHbE,spotify:track:1kOC2ekksEERxHDSmNhHbE,https://open.spotify.com/track/1kOC2ekksEERxHDSmNhHbE,,https://i.scdn.co/image/ab67616d00001e0242568a2edbabcec66b46fa89,https://i.scdn.co/image/ab67616d0000485142568a2edbabcec66b46fa89,0.818,0.557,6,-8.209,0,0.122,0.00356,0.849,0.539,0.0781,123.969,224517,4
U Got 2,AC Slater,Take The Night,34,5wNTcdpETXNiviLYSZA7ps,spotify:track:5wNTcdpETXNiviLYSZA7ps,https://open.spotify.com/track/5wNTcdpETXNiviLYSZA7ps,https://p.scdn.co/mp3-preview/cb1ab1b0f189716857a6647834cccb6652fd54ec?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02ea8db2686767525bb89527ce,https://i.scdn.co/image/ab67616d00004851ea8db2686767525bb89527ce,0.786,0.88,0,-6.197,1,0.0672,0.00487,0.81,0.152,0.924,126.006,263554,4
Get That,Anti Up,Hey Pablo EP,34,7lhdcTTf8O67FnAXodqGSj,spotify:track:7lhdcTTf8O67FnAXodqGSj,https://open.spotify.com/track/7lhdcTTf8O67FnAXodqGSj,https://p.scdn.co/mp3-preview/238266fad12bb8394b39bc2b9aadccaf58e23b41?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e0297e059b54e8e45ea2750d57c,https://i.scdn.co/image/ab67616d0000485197e059b54e8e45ea2750d57c,0.912,0.79,8,-6.83,1,0.0667,0.00067,0.779,0.0633,0.623,124.0,247792,4
Friday,Anti Up,Hey Pablo EP,29,41raTxBxE7bq3xZEYPUWgP,spotify:track:41raTxBxE7bq3xZEYPUWgP,https://open.spotify.com/track/41raTxBxE7bq3xZEYPUWgP,https://p.scdn.co/mp3-preview/11faa21c13c7ba009a6560189e3eaab8492fb027?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e0297e059b54e8e45ea2750d57c,https://i.scdn.co/image/ab67616d0000485197e059b54e8e45ea2750d57c,0.798,0.656,6,-8.315,0,0.0506,0.00907,0.801,0.101,0.0386,123.988,294592,4
Hey Pablo,Anti Up,Hey Pablo EP,54,4gnH8nfdJfN115QAzzUc3E,spotify:track:4gnH8nfdJfN115QAzzUc3E,https://open.spotify.com/track/4gnH8nfdJfN115QAzzUc3E,https://p.scdn.co/mp3-preview/21f0f6a75c29c4d37ee83ceca238dce09f73c34d?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e0297e059b54e8e45ea2750d57c,https://i.scdn.co/image/ab67616d0000485197e059b54e8e45ea2750d57c,0.805,0.943,11,-6.503,0,0.0563,0.000749,0.868,0.679,0.856,126.0,249545,4
Right Now,Anti Up,Right Now,43,1N6WOpIIxFoMW1xCRruxPY,spotify:track:1N6WOpIIxFoMW1xCRruxPY,https://open.spotify.com/track/1N6WOpIIxFoMW1xCRruxPY,https://p.scdn.co/mp3-preview/4bd73ceb91c45c52826fe112964d5a976cd95fba?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02be3f15be53f017e7df8675e9,https://i.scdn.co/image/ab67616d00004851be3f15be53f017e7df8675e9,0.81,0.885,1,-4.938,1,0.0814,0.00137,0.36,0.0404,0.634,125.998,215238,4
Meli-Melo,Dombresky,Meli-Melo,43,0Ue8qwZjXXoZIDuWT28XIJ,spotify:track:0Ue8qwZjXXoZIDuWT28XIJ,https://open.spotify.com/track/0Ue8qwZjXXoZIDuWT28XIJ,https://p.scdn.co/mp3-preview/52716fcdd46f15536d208689b62b292e0a91005c?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02cec356978411f2b91d7f09ab,https://i.scdn.co/image/ab67616d00004851cec356978411f2b91d7f09ab,0.727,0.98,8,-6.413,0,0.23,0.148,0.258,0.355,0.588,124.002,204125,4
Operator (Ring Ring) [feat. Dances With White Girls],Chris Lake,HOWSLA,44,4oXT61OL4mDPRXbjq2d7b1,spotify:track:4oXT61OL4mDPRXbjq2d7b1,https://open.spotify.com/track/4oXT61OL4mDPRXbjq2d7b1,https://p.scdn.co/mp3-preview/9b467da3ed759e74c9c189e37df5e590c55681fc?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02e0736c45e65d9c45736a9371,https://i.scdn.co/image/ab67616d00004851e0736c45e65d9c45736a9371,0.778,0.933,9,-5.719,1,0.214,0.00195,0.807,0.602,0.535,124.993,361070,4
Y.O.D.O,Chris Lake,Y.O.D.O,0,2Barn1WXNrxJVLmV2s2sD6,spotify:track:2Barn1WXNrxJVLmV2s2sD6,https://open.spotify.com/track/2Barn1WXNrxJVLmV2s2sD6,,https://i.scdn.co/image/ab67616d00001e020cae93dc348d1c63452de782,https://i.scdn.co/image/ab67616d000048510cae93dc348d1c63452de782,0.813,0.658,9,-7.632,0,0.0617,0.000283,0.895,0.0701,0.664,124.023,264392,4
Concentrate,Anti Up,Concentrate,44,5oXkfuwL7HieiHzvmWsaGo,spotify:track:5oXkfuwL7HieiHzvmWsaGo,https://open.spotify.com/track/5oXkfuwL7HieiHzvmWsaGo,https://p.scdn.co/mp3-preview/fcc9c71b13c19bdc651d7dd1b9e7079660f604ab?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e024779ac964dbb976439839b1d,https://i.scdn.co/image/ab67616d000048514779ac964dbb976439839b1d,0.851,0.866,6,-5.078,1,0.0532,0.00356,0.415,0.111,0.609,125.994,188089,4
Chest,Chris Lake,Chest,17,3rdK8kG1TZAid5l2iy158R,spotify:track:3rdK8kG1TZAid5l2iy158R,https://open.spotify.com/track/3rdK8kG1TZAid5l2iy158R,https://p.scdn.co/mp3-preview/66c3a940bdde9bfec20b7b904d3489f147fd8115?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e021dbb73a13edb4f7ff92ffaf6,https://i.scdn.co/image/ab67616d000048511dbb73a13edb4f7ff92ffaf6,0.796,0.947,10,-4.886,0,0.051,0.000393,0.795,0.033,0.532,124.004,281613,4
I Want You,Chris Lake,I Want You,55,7IM73yy9leN8ftZsOVmVTO,spotify:track:7IM73yy9leN8ftZsOVmVTO,https://open.spotify.com/track/7IM73yy9leN8ftZsOVmVTO,https://p.scdn.co/mp3-preview/710bf0d07bd0d341b0707cf608b06cee0994696c?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02284f35ec20aacd2aac2c0b21,https://i.scdn.co/image/ab67616d00004851284f35ec20aacd2aac2c0b21,0.776,0.883,11,-5.845,0,0.0712,0.00426,0.351,0.0571,0.676,125.008,248007,4
Stay With Me,Chris Lake,Stay With Me,51,0VgtjIiWXKMxqtYnhHmQ8U,spotify:track:0VgtjIiWXKMxqtYnhHmQ8U,https://open.spotify.com/track/0VgtjIiWXKMxqtYnhHmQ8U,https://p.scdn.co/mp3-preview/275928464b0a71506de080223c6722401cb127b3?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e026355530a4ff8ccb1f303d541,https://i.scdn.co/image/ab67616d000048516355530a4ff8ccb1f303d541,0.706,0.846,6,-5.475,1,0.04,0.00653,0.161,0.0908,0.241,123.994,224577,4
How Deep Is Your Love - Chris Lake Remix,Calvin Harris,How Deep Is Your Love (Remixes),59,7foafyqmJYUdhGBpIusueW,spotify:track:7foafyqmJYUdhGBpIusueW,https://open.spotify.com/track/7foafyqmJYUdhGBpIusueW,https://p.scdn.co/mp3-preview/0d321abb3af15e7be277dac7840ca208b55fd699?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e022a5c891e6df21eed92fa1b16,https://i.scdn.co/image/ab67616d000048512a5c891e6df21eed92fa1b16,0.727,0.85,4,-4.991,0,0.0425,0.00224,0.00843,0.412,0.28,121.973,306227,4
Favorite Song,Chance the Rapper,Acid Rap,66,1sFstGV1Z3Aw5TDFCiT7vK,spotify:track:1sFstGV1Z3Aw5TDFCiT7vK,https://open.spotify.com/track/1sFstGV1Z3Aw5TDFCiT7vK,https://p.scdn.co/mp3-preview/e994eb34cd53b94ec5a2542a5032f4c98b387bca?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02d95ab48a8a9de3c4a2cbfe80,https://i.scdn.co/image/ab67616d00004851d95ab48a8a9de3c4a2cbfe80,0.725,0.601,1,-9.03,1,0.377,0.0321,0.0,0.0504,0.811,155.918,185062,4
Dream Dream Dream,Madeon,Dream Dream Dream,45,1oUbYmF4SYYHorKY1wKo0K,spotify:track:1oUbYmF4SYYHorKY1wKo0K,https://open.spotify.com/track/1oUbYmF4SYYHorKY1wKo0K,https://p.scdn.co/mp3-preview/17f06d6b5e363d08478234a6913c03fc34d4e2b7?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e0248eb0694ad3980c72017f284,https://i.scdn.co/image/ab67616d0000485148eb0694ad3980c72017f284,0.372,0.555,4,-6.509,1,0.0332,0.13,1.26e-06,0.181,0.192,64.913,234933,4
Tough Love - Tiësto Remix,Avicii,Tough Love (Tiësto Remix),45,7HJ7gLfj3Qmu7PZIRYgRHo,spotify:track:7HJ7gLfj3Qmu7PZIRYgRHo,https://open.spotify.com/track/7HJ7gLfj3Qmu7PZIRYgRHo,https://p.scdn.co/mp3-preview/73c90a436f2217dd3a0657e11c58dd17f93e3e60?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02aa6c5d246f9521cdd05dcfc6,https://i.scdn.co/image/ab67616d00004851aa6c5d246f9521cdd05dcfc6,0.656,0.906,8,-3.425,1,0.0494,0.00267,2.54e-05,0.353,0.592,127.017,238110,4
With All The World,Khruangbin,Hasta El Cielo,44,222EeTTqS2qFVtPsGcMohi,spotify:track:222EeTTqS2qFVtPsGcMohi,https://open.spotify.com/track/222EeTTqS2qFVtPsGcMohi,https://p.scdn.co/mp3-preview/e591ffdd28778c0a46bc81a359a65e613af72072?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02d8e7bd0188cb34ed2372f762,https://i.scdn.co/image/ab67616d00004851d8e7bd0188cb34ed2372f762,0.393,0.362,6,-11.86,1,0.0442,0.0924,0.837,0.068,0.419,85.22,223504,4
Sisters & Brothers,Khruangbin,Hasta El Cielo,37,0YLLS0DWAwsWIOoiBMfkCE,spotify:track:0YLLS0DWAwsWIOoiBMfkCE,https://open.spotify.com/track/0YLLS0DWAwsWIOoiBMfkCE,https://p.scdn.co/mp3-preview/7803390181604fb0e3405050c78d4511c8ccf7d6?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02d8e7bd0188cb34ed2372f762,https://i.scdn.co/image/ab67616d00004851d8e7bd0188cb34ed2372f762,0.743,0.419,7,-14.707,1,0.118,0.00183,0.88,0.12,0.785,81.905,240652,4
Mary Always,Khruangbin,Hasta El Cielo,43,0Q13VxbegrKHyPuLvkwwO5,spotify:track:0Q13VxbegrKHyPuLvkwwO5,https://open.spotify.com/track/0Q13VxbegrKHyPuLvkwwO5,https://p.scdn.co/mp3-preview/df1b2153a4dc9ae742a108f326b944faf9664789?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02d8e7bd0188cb34ed2372f762,https://i.scdn.co/image/ab67616d00004851d8e7bd0188cb34ed2372f762,0.774,0.692,6,-10.295,0,0.0836,0.00452,0.887,0.757,0.732,103.745,194140,4
Four of Five,Khruangbin,Hasta El Cielo,43,2tBxmeOSizLwlJpHLFiSSF,spotify:track:2tBxmeOSizLwlJpHLFiSSF,https://open.spotify.com/track/2tBxmeOSizLwlJpHLFiSSF,https://p.scdn.co/mp3-preview/771fa168e389b1331b7b110a54f5ee26bf94ab99?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02d8e7bd0188cb34ed2372f762,https://i.scdn.co/image/ab67616d00004851d8e7bd0188cb34ed2372f762,0.681,0.328,7,-13.03,1,0.12,0.177,0.887,0.137,0.685,82.243,257203,4
How I Love,Khruangbin,Hasta El Cielo,42,07xfab9bcQVO3wVWFNm31w,spotify:track:07xfab9bcQVO3wVWFNm31w,https://open.spotify.com/track/07xfab9bcQVO3wVWFNm31w,https://p.scdn.co/mp3-preview/ed662cc524e5a95d710461b830dbe3ff22cf4f06?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02d8e7bd0188cb34ed2372f762,https://i.scdn.co/image/ab67616d00004851d8e7bd0188cb34ed2372f762,0.554,0.147,7,-17.459,1,0.0476,0.378,0.891,0.269,0.372,126.037,276832,4
Sunny’s Vision,Khruangbin,Hasta El Cielo,35,53qovejleyk55O1PQ6cs4L,spotify:track:53qovejleyk55O1PQ6cs4L,https://open.spotify.com/track/53qovejleyk55O1PQ6cs4L,https://p.scdn.co/mp3-preview/fd7a544f07151aff7b47bc74585f13cd52512fd7?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02d8e7bd0188cb34ed2372f762,https://i.scdn.co/image/ab67616d00004851d8e7bd0188cb34ed2372f762,0.526,0.314,9,-13.123,1,0.141,0.126,0.706,0.696,0.565,82.291,219559,4
A La Sala,Khruangbin,Hasta El Cielo,43,6Vwf4y31R2UXNp46N5d6sQ,spotify:track:6Vwf4y31R2UXNp46N5d6sQ,https://open.spotify.com/track/6Vwf4y31R2UXNp46N5d6sQ,https://p.scdn.co/mp3-preview/0bf82a77d19ce66820f5309fa3534df2a661a609?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02d8e7bd0188cb34ed2372f762,https://i.scdn.co/image/ab67616d00004851d8e7bd0188cb34ed2372f762,0.763,0.411,5,-13.34,1,0.0755,0.0458,0.695,0.112,0.728,105.807,260698,4
The Red Book,Khruangbin,Hasta El Cielo,34,2OgDlgxveLRjpPyFqLE36H,spotify:track:2OgDlgxveLRjpPyFqLE36H,https://open.spotify.com/track/2OgDlgxveLRjpPyFqLE36H,https://p.scdn.co/mp3-preview/21c0d7aedc7674485d74defdae60337831c856aa?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02d8e7bd0188cb34ed2372f762,https://i.scdn.co/image/ab67616d00004851d8e7bd0188cb34ed2372f762,0.48,0.118,0,-20.856,1,0.0461,0.511,0.818,0.372,0.229,93.66,192011,3
Order of Operations,Khruangbin,Hasta El Cielo,35,1RHdLk2tWg1ADyeX58aqgV,spotify:track:1RHdLk2tWg1ADyeX58aqgV,https://open.spotify.com/track/1RHdLk2tWg1ADyeX58aqgV,https://p.scdn.co/mp3-preview/874feb90ea9fc1cebcc9b7b145229a4dbcb665b1?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02d8e7bd0188cb34ed2372f762,https://i.scdn.co/image/ab67616d00004851d8e7bd0188cb34ed2372f762,0.648,0.287,11,-15.804,0,0.0548,0.336,0.755,0.339,0.483,148.236,266709,4
Hasta El Cielo,Khruangbin,Hasta El Cielo,42,0K65hN5sTkmWC0oF0yWHDR,spotify:track:0K65hN5sTkmWC0oF0yWHDR,https://open.spotify.com/track/0K65hN5sTkmWC0oF0yWHDR,https://p.scdn.co/mp3-preview/03a59c8679404865b6f844d228cd79687427eef3?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02d8e7bd0188cb34ed2372f762,https://i.scdn.co/image/ab67616d00004851d8e7bd0188cb34ed2372f762,0.432,0.249,11,-13.605,0,0.05,0.0963,0.802,0.462,0.392,77.967,401278,4
Rules - Scientist Dub - Bonus Track,Khruangbin,Hasta El Cielo,34,4osWyVoGLvqbQGMcPWtvhq,spotify:track:4osWyVoGLvqbQGMcPWtvhq,https://open.spotify.com/track/4osWyVoGLvqbQGMcPWtvhq,https://p.scdn.co/mp3-preview/510d4515f4fd3bfa69c4120a967582954964ddbf?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02d8e7bd0188cb34ed2372f762,https://i.scdn.co/image/ab67616d00004851d8e7bd0188cb34ed2372f762,0.654,0.537,11,-10.485,0,0.0517,0.000508,0.806,0.0999,0.535,73.997,268008,4
Cómo Te Quiero - Scientist Dub - Bonus Track,Khruangbin,Hasta El Cielo,34,498VPJdLMu6lNC3gR2RqT7,spotify:track:498VPJdLMu6lNC3gR2RqT7,https://open.spotify.com/track/498VPJdLMu6lNC3gR2RqT7,https://p.scdn.co/mp3-preview/62b4232ffddf91e72d5d3c6a476eb815d610b2ee?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02d8e7bd0188cb34ed2372f762,https://i.scdn.co/image/ab67616d00004851d8e7bd0188cb34ed2372f762,0.73,0.322,7,-9.427,1,0.0369,0.00953,0.727,0.111,0.386,126.606,241298,4
Valley of the Yuccas - Live from Joshua Tree,RÜFÜS DU SOL,Live from Joshua Tree,47,1ijfRk425gDo9RAV0U7BI6,spotify:track:1ijfRk425gDo9RAV0U7BI6,https://open.spotify.com/track/1ijfRk425gDo9RAV0U7BI6,https://p.scdn.co/mp3-preview/1005f6aa5f6917a0be2fe59e4a2cd9ee441a2154?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02ed94999a9d1d5882fe463c93,https://i.scdn.co/image/ab67616d00004851ed94999a9d1d5882fe463c93,0.51,0.699,6,-9.962,0,0.0375,0.00669,0.319,0.237,0.0395,123.972,227187,4
Balancing Act,Floral,Floral EP,24,5t1bUxhhB3SLqoXdhNJTCs,spotify:track:5t1bUxhhB3SLqoXdhNJTCs,https://open.spotify.com/track/5t1bUxhhB3SLqoXdhNJTCs,https://p.scdn.co/mp3-preview/c5526923d0bc8b7dfff7de60905560d6e8d5bd04?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e024ffed723e27ea3d2e7f04747,https://i.scdn.co/image/ab67616d000048514ffed723e27ea3d2e7f04747,0.3,0.744,9,-7.858,1,0.0398,0.0197,0.839,0.102,0.175,153.238,193135,3
Ebullient,Floral,Floral LP,24,1puwRyfjCOgpZFbqepHbVs,spotify:track:1puwRyfjCOgpZFbqepHbVs,https://open.spotify.com/track/1puwRyfjCOgpZFbqepHbVs,https://p.scdn.co/mp3-preview/4522a516383c7b8752dbbedcb8384a7d608f43f4?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e0222f8b2861af9cee00dc1987b,https://i.scdn.co/image/ab67616d0000485122f8b2861af9cee00dc1987b,0.265,0.857,0,-7.089,1,0.0497,0.00644,0.496,0.275,0.569,156.36,320069,4
Unfair Treaty,Floral,The Second Floral - EP,26,60UmaWq5aX2j0xMLicUCnf,spotify:track:60UmaWq5aX2j0xMLicUCnf,https://open.spotify.com/track/60UmaWq5aX2j0xMLicUCnf,https://p.scdn.co/mp3-preview/4fa8ed34ae5a9398fa612d76a34744c51415a9ec?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02bb74e553b9ba80af7b0eca81,https://i.scdn.co/image/ab67616d00004851bb74e553b9ba80af7b0eca81,0.315,0.775,6,-6.57,1,0.0386,0.0317,0.0456,0.114,0.487,146.287,167401,4
The Good Song,Floral,Floral LP,27,4gFdMRZkiSTkccKsfVs2HZ,spotify:track:4gFdMRZkiSTkccKsfVs2HZ,https://open.spotify.com/track/4gFdMRZkiSTkccKsfVs2HZ,https://p.scdn.co/mp3-preview/58af37c0e8c294f64125f2b3bed6ee2e1f9742ed?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e0222f8b2861af9cee00dc1987b,https://i.scdn.co/image/ab67616d0000485122f8b2861af9cee00dc1987b,0.406,0.837,0,-7.27,1,0.0473,0.0987,0.194,0.0967,0.606,101.781,259391,4
This Year,Floral,Floral LP,28,6qMaWsANKXxdsvhd3hE9W7,spotify:track:6qMaWsANKXxdsvhd3hE9W7,https://open.spotify.com/track/6qMaWsANKXxdsvhd3hE9W7,https://p.scdn.co/mp3-preview/b8971853614034ffff5c2adbf7e1794177c4091c?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e0222f8b2861af9cee00dc1987b,https://i.scdn.co/image/ab67616d0000485122f8b2861af9cee00dc1987b,0.368,0.844,7,-7.367,0,0.0323,0.0269,0.134,0.118,0.563,103.242,253898,4
Aquarius Theater,Floral,Floral EP,33,7kawUx6kYAE1Uf1xciF6KO,spotify:track:7kawUx6kYAE1Uf1xciF6KO,https://open.spotify.com/track/7kawUx6kYAE1Uf1xciF6KO,https://p.scdn.co/mp3-preview/f7fb172deb91a90a58ea43968d688f6c845e6a44?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e024ffed723e27ea3d2e7f04747,https://i.scdn.co/image/ab67616d000048514ffed723e27ea3d2e7f04747,0.218,0.806,11,-5.684,1,0.0375,0.0251,0.425,0.108,0.436,192.992,147359,3
Marsh Partition,Floral,The Second Floral - EP,34,3NrmXanmUQKkbJEUQlgQUv,spotify:track:3NrmXanmUQKkbJEUQlgQUv,https://open.spotify.com/track/3NrmXanmUQKkbJEUQlgQUv,https://p.scdn.co/mp3-preview/24c3120c0e20abd5ee5e47b51535cf6b67c59df0?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02bb74e553b9ba80af7b0eca81,https://i.scdn.co/image/ab67616d00004851bb74e553b9ba80af7b0eca81,0.391,0.724,1,-5.536,0,0.0447,0.0413,0.747,0.0837,0.511,101.658,204455,5
