track,artist,data_type,popularity_artist,popularity_song,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,mode,alternative,baltic_slavic,bluegrass,blues,celtic,country,dance,disco,edm,electro,english,folk,germanic,hip hop,house,jam band,jazz,other,piano,pop,psychedelic,punk,r&b,rap,reggae,rock,romance,soul,south_american,swing,techno,trance,key_0,key_1,key_2,key_3,key_4,key_5,key_6,key_7,key_8,key_9,key_10,key_11,release_date_2000s,release_date_60s,release_date_70s,release_date_80s,release_date_90s,release_date_Post_2010s,time_signature_1,time_signature_3,time_signature_4,time_signature_5
Moonlight on the River,Mac DeMarco,user_library,0.75,0.57,0.662,0.478,0.14385,0.0453,0.252,0.833,0.21600000000000003,0.43,0.5648213702211089,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Watching Him Fade Away,Mac DeMarco,user_library,0.75,0.48,0.741,0.07200000000000001,0.29973333333333335,0.0713,0.981,0.00698,0.111,0.297,0.5587422394074719,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
For the First Time,Mac DeMarco,user_library,0.75,0.59,0.551,0.529,0.17448333333333335,0.0517,0.299,0.00674,0.17800000000000002,0.522,0.12595986276004795,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
My Old Man,Mac DeMarco,user_library,0.75,0.55,0.6579999999999999,0.575,0.19155,0.0332,0.677,0.253,0.0985,0.8320000000000001,0.6280770068619976,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Kings of Summer - Single Version,ayokay,user_library,0.6,0.61,0.7340000000000001,0.6609999999999999,0.11175,0.0356,0.222,2.18e-06,0.201,0.253,0.5304296917547109,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
X (feat. Future),21 Savage,user_library,0.88,0.72,0.835,0.413,0.1635,0.396,0.373,0.00133,0.10099999999999999,0.111,0.6262389717895653,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Tunnel Vision,Kodak Black,user_library,0.83,0.74,0.49700000000000005,0.489,0.12873333333333334,0.294,0.0576,9.91e-05,0.122,0.231,0.7817843916784664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Fall Together - Just A Gent Remix,The Temper Trap,user_library,0.64,0.0,0.5589999999999999,0.624,0.10385,0.0683,0.0259,0.0199,0.313,0.21100000000000002,0.769115564753295,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
UAE,Jay Alvarrez,user_library,0.24,0.37,0.649,0.568,0.14161666666666667,0.039,0.0387,0.0443,0.344,0.41700000000000004,0.5923102058599281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Show Me The Stars,Champagne Drip,user_library,0.51,0.21,0.679,0.747,0.0985,0.0582,0.00601,0.484,0.12,0.42,0.5651413244744581,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
It's A Vibe,2 Chainz,user_library,0.83,0.75,0.8220000000000001,0.502,0.123,0.14800000000000002,0.0312,0.0008869999999999999,0.114,0.525,0.10885932904912315,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Highly Possible (feat. Waka Flocka Flame),Big Gigantic,user_library,0.62,0.36,0.647,0.978,0.014466666666666666,0.469,0.0642,0.0,0.243,0.57,0.2434579566496025,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
C'mon (feat. GRiZ),Big Gigantic,user_library,0.62,0.42,0.532,0.94,0.056666666666666664,0.0421,0.00125,0.85,0.21100000000000002,0.28800000000000003,0.2515044657444723,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
New Slang,Alex Guilbert Trio,user_library,0.21,0.33,0.556,0.5429999999999999,0.20224999999999999,0.0279,0.6409999999999999,0.9259999999999999,0.10800000000000001,0.679,0.5279653632501906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
All Night (feat. Knox Fortune),Chance the Rapper,user_library,0.85,0.66,0.7040000000000001,0.777,0.09548333333333334,0.195,0.0358,0.0,0.151,0.392,0.37379506589696115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Rawnald Gregory Erickson the Second,STRFKR,user_library,0.63,0.66,0.9,0.5379999999999999,0.13131666666666666,0.0343,0.22899999999999998,0.843,0.287,0.713,0.26206295610499947,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Float On,Modest Mouse,user_library,0.66,0.7,0.649,0.888,0.08011666666666666,0.0293,0.013000000000000001,2.23e-06,0.0888,0.5529999999999999,0.2992797625530988,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Darling,Real Estate,user_library,0.57,0.6,0.596,0.894,0.09011666666666666,0.0265,0.00878,0.00659,0.10400000000000001,0.5720000000000001,0.5172502995316415,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Starlight,Jai Wolf,user_library,0.64,0.0,0.312,0.72,0.09185,0.0338,0.00601,0.0337,0.0936,0.11900000000000001,0.7696533602004139,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Drive,Jai Wolf,user_library,0.64,0.4,0.428,0.8490000000000001,0.030266666666666664,0.032,0.0971,0.0285,0.0834,0.207,0.22430835420978107,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
In New York I Milly Rock,Big Poppa Perkie,user_library,0.28,0.42,0.8140000000000001,0.725,0.09749999999999999,0.0897,0.0162,0.00115,0.27899999999999997,0.439,0.7216534146607125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Make a Move - Branchez Remix,Sweater Beats,user_library,0.47,0.0,0.669,0.662,0.14696666666666666,0.0473,0.16699999999999998,0.024,0.0833,0.659,0.6470836510184077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Dreamer,Branchez,user_library,0.53,0.29,0.7170000000000001,0.8270000000000001,0.10616666666666667,0.0389,0.0251,0.00305,0.903,0.609,0.4833147260646988,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Turn Up On the Weekend,Branchez,user_library,0.53,0.38,0.81,0.342,0.14668333333333333,0.0892,0.7020000000000001,0.0274,0.11,0.0881,0.1395749373706568,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
More Than You Know,Axwell /\ Ingrosso,user_library,0.71,0.0,0.6409999999999999,0.731,0.08266666666666667,0.0339,0.0306,0.0,0.258,0.505,0.44954253349308343,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Lotus Eater,Mura Masa,user_library,0.68,0.0,0.5710000000000001,0.373,0.13446666666666665,0.348,0.736,0.45799999999999996,0.141,0.501,0.5363250190611044,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
Don't Leave,Snakehips,user_library,0.69,0.65,0.657,0.703,0.05669999999999999,0.0753,0.222,0.0,0.256,0.33799999999999997,0.4450019061104455,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
What If I Go?,Mura Masa,user_library,0.68,0.45,0.56,0.5329999999999999,0.13006666666666666,0.38799999999999996,0.19399999999999998,1.4000000000000001e-05,0.0919,0.9079999999999999,0.9738454416730202,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Firefly,Mura Masa,user_library,0.68,0.63,0.7979999999999999,0.44299999999999995,0.15350000000000003,0.12,0.43700000000000006,4.78e-06,0.065,0.48100000000000004,0.3609015902407145,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
All Around The World (feat. Desiigner),Mura Masa,user_library,0.68,0.48,0.763,0.542,0.11713333333333333,0.044000000000000004,0.457,1.24e-05,0.185,0.313,0.5105925280470536,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Animus Vox,The Glitch Mob,user_library,0.67,0.52,0.68,0.5329999999999999,0.17620000000000002,0.0391,0.161,0.753,0.319,0.41200000000000003,0.29227480666594047,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Limelight (NGHTMRE Remix),Just A Gent,user_library,0.56,0.57,0.574,0.5760000000000001,0.13778333333333334,0.0446,0.0579,0.00147,0.20800000000000002,0.287,0.599621500925825,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Electric Love - Oliver Remix,BØRNS,user_library,0.75,0.61,0.53,0.77,0.09803333333333335,0.0824,0.000965,0.0115,0.265,0.107,0.8681311948589479,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
Secret Weapon,ZHU,user_library,0.72,0.43,0.8140000000000001,0.649,0.13231666666666667,0.0428,0.0348,0.0019199999999999998,0.028999999999999998,0.43200000000000005,0.4560028863958176,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
ROCKABYE BABY (feat. ScHoolboy Q),Joey Bada$$,user_library,0.76,0.0,0.5529999999999999,0.877,0.07823333333333334,0.371,0.166,0.0,0.0481,0.557,0.7435872998584034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
DEVASTATED,Joey Bada$$,user_library,0.76,0.04,0.812,0.628,0.10273333333333333,0.0682,0.0634,0.0,0.254,0.485,0.44924300185165006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
LAND OF THE FREE,Joey Bada$$,user_library,0.76,0.0,0.7340000000000001,0.649,0.10391666666666667,0.313,0.466,0.0,0.11599999999999999,0.158,0.2592854808844352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
TEMPTATION,Joey Bada$$,user_library,0.76,0.02,0.775,0.7070000000000001,0.08898333333333333,0.152,0.397,0.0,0.8740000000000001,0.78,0.3265371419235377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
FOR MY PEOPLE,Joey Bada$$,user_library,0.76,0.0,0.672,0.7040000000000001,0.11046666666666666,0.165,0.111,0.0,0.115,0.188,0.2993546454634572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Paper Trail$,Joey Bada$$,user_library,0.76,0.13,0.5479999999999999,0.8290000000000001,0.06838333333333332,0.285,0.33899999999999997,0.0,0.537,0.452,0.24921032567258466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Slippery (feat. Gucci Mane),Migos,user_library,0.82,0.72,0.92,0.674,0.09436666666666668,0.264,0.307,0.0,0.10400000000000001,0.741,0.5783343317721381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Get Right Witcha,Migos,user_library,0.82,0.64,0.95,0.743,0.09768333333333334,0.23800000000000002,0.0646,1.1900000000000001e-05,0.10300000000000001,0.62,0.5443851432305848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Call Casting,Migos,user_library,0.82,0.53,0.852,0.727,0.08085,0.267,0.0962,0.0,0.154,0.496,0.4969638383618343,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
T-Shirt,Migos,user_library,0.82,0.68,0.865,0.687,0.0624,0.217,0.242,0.0,0.158,0.486,0.5582929419453218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Slow Dancing in a Burning Room,John Mayer,user_library,0.82,0.75,0.6679999999999999,0.361,0.14483333333333331,0.0273,0.573,0.00506,0.0805,0.28800000000000003,0.5251198126565735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Gravity,John Mayer,user_library,0.82,0.73,0.764,0.326,0.16471666666666665,0.0342,0.731,0.0013,0.24,0.237,0.45588715826162735,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
The Heart of Life,John Mayer,user_library,0.82,0.64,0.496,0.23800000000000002,0.18376666666666666,0.0301,0.958,0.0109,0.0875,0.349,0.8097429473913518,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Stop This Train,John Mayer,user_library,0.82,0.65,0.619,0.43700000000000006,0.19593333333333332,0.0314,0.465,0.00609,0.0971,0.406,0.22123815488508886,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
sweet sweet,Travis Scott,user_library,0.94,0.64,0.733,0.578,0.08741666666666667,0.0417,0.0859,1.19e-06,0.40299999999999997,0.447,0.5787495915477616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
pick up the phone,Young Thug,user_library,0.91,0.73,0.711,0.7390000000000001,0.0634,0.129,0.114,0.0,0.226,0.43,0.5439698834549613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Redbone,Childish Gambino,user_library,0.8,0.03,0.745,0.35600000000000004,0.17375000000000002,0.0941,0.172,0.00943,0.12300000000000001,0.607,0.701319300729768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Say My Name (feat. Zyra) - Jai Wolf Remix,ODESZA,user_library,0.73,0.41,0.799,0.688,0.07475000000000001,0.0335,0.0030399999999999997,0.198,0.149,0.107,0.3948167410957412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
White Lies (feat. Jenni Potts),ODESZA,user_library,0.73,0.49,0.596,0.539,0.1553,0.0472,0.0419,0.0317,0.0783,0.11699999999999999,0.2243355843590023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Always This Late,ODESZA,user_library,0.73,0.48,0.542,0.585,0.155,0.0474,0.0141,0.213,0.0929,0.337,0.7694831717677812,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
If You Don't (feat. Cumulus),ODESZA,user_library,0.73,0.41,0.645,0.643,0.11125,0.128,0.17600000000000002,0.10800000000000001,0.115,0.11800000000000001,0.4151372399520749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Hey Now,ODESZA,user_library,0.73,0.41,0.551,0.845,0.05806666666666667,0.0455,0.0387,0.653,0.127,0.0357,0.2517018843263262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Rely,ODESZA,user_library,0.73,0.39,0.613,0.873,0.05566666666666666,0.0746,0.0035299999999999997,0.0167,0.14,0.3,0.42905865374142255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Tuytus,ODESZA,user_library,0.73,0.38,0.292,0.726,0.07105,0.0997,0.0057799999999999995,0.001,0.313,0.24,0.36077224703191374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Don't Stop,ODESZA,user_library,0.73,0.49,0.449,0.7959999999999999,0.06163333333333333,0.047,0.0821,4.3e-05,0.193,0.0395,0.15643720727589588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Soundtrack 2 My Life,Kid Cudi,user_library,0.9,0.67,0.46399999999999997,0.754,0.11088333333333332,0.128,0.465,1.57e-05,0.37,0.444,0.20074746759612244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Forget It (feat. Oliver Tree),Getter,user_library,0.61,0.59,0.6809999999999999,0.616,0.15288333333333334,0.0366,0.00539,0.00403,0.0635,0.121,0.3879138982681625,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
It's All On U (T-Mass & LZRD Remix) [feat. Liam O'Donnell],ILLENIUM,user_library,0.79,0.0,0.536,0.782,0.06898333333333333,0.0485,0.039,3.64e-05,0.0691,0.405,0.6665804378607996,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Higher Ground (feat. Naomi Wild),ODESZA,user_library,0.73,0.45,0.629,0.852,0.08489999999999999,0.0521,0.0865,0.0215,0.263,0.415,0.3266596775950333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Insane feat. Moon Holiday,Flume,user_library,0.76,0.0,0.359,0.53,0.1366166666666667,0.044000000000000004,0.0389,9.49e-05,0.115,0.0422,0.8913040518462041,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
World To Me (feat. Luke James),Tchami,user_library,0.66,0.22,0.7190000000000001,0.721,0.07996666666666667,0.049,0.00282,0.007109999999999999,0.0962,0.63,0.44249673238209336,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,user_library,0.87,0.74,0.893,0.745,0.05175,0.0571,0.0642,0.0,0.0943,0.872,0.29957248665722674,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Skrt On Me (feat. Nicki Minaj),Calvin Harris,user_library,0.87,0.49,0.713,0.889,0.0645,0.0376,0.16899999999999998,5.7999999999999994e-05,0.16899999999999998,0.96,0.3061009149330139,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Valhalla (feat. Djemba Djemba),RL Grime,user_library,0.67,0.0,0.536,0.9790000000000001,0.04471666666666667,0.21600000000000003,0.0066099999999999996,0.8340000000000001,0.0537,0.696,0.7696669752750245,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
The Let Out (feat. Quavo),Jidenna,user_library,0.59,0.4,0.735,0.8009999999999999,0.07896666666666667,0.195,0.154,0.0,0.0941,0.561,0.6806584250081691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Sidewalks,The Weeknd,user_library,0.95,0.7,0.542,0.72,0.0856,0.0628,0.147,0.0,0.348,0.623,0.6318483825291363,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
