track,artist,data_type,popularity_artist,popularity_song,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,mode,alternative,baltic_slavic,bluegrass,blues,celtic,country,dance,disco,edm,electro,english,folk,germanic,hip hop,house,jam band,jazz,other,piano,pop,psychedelic,punk,r&b,rap,reggae,rock,romance,soul,south_american,swing,techno,trance,key_0,key_1,key_2,key_3,key_4,key_5,key_6,key_7,key_8,key_9,key_10,key_11,release_date_2000s,release_date_60s,release_date_70s,release_date_80s,release_date_90s,release_date_Post_2010s,time_signature_1,time_signature_3,time_signature_4,time_signature_5
"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,user_library,0.86,0.86,0.904,0.723,0.08706666666666667,0.26,0.0631,0.0,0.185,0.835,0.5990700904040955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
WHATS POPPIN,Jack Harlow,user_library,0.86,0.84,0.9229999999999999,0.604,0.11118333333333334,0.245,0.017,0.0,0.272,0.826,0.5994036597320553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
What Can I Do,A-Trak,user_library,0.65,0.0,0.813,0.7190000000000001,0.1332,0.0405,0.0508,0.873,0.048,0.62,0.4559484260973749,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Red Light Green Light,Duke Dumont,user_library,0.71,0.69,0.8109999999999999,0.825,0.09133333333333334,0.0654,0.000646,0.517,0.0689,0.95,0.45605734669425985,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Intentions,Justin Bieber,user_library,0.96,0.81,0.8109999999999999,0.5529999999999999,0.11073333333333334,0.0552,0.317,0.0,0.105,0.86,0.6194995098573142,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
D4L,Future,user_library,0.91,0.67,0.718,0.706,0.09515,0.06,0.0128,0.0,0.35200000000000004,0.815,0.7691972552009587,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Holy Water - Steff da Campo Remix,Galantis,user_library,0.77,0.35,0.7020000000000001,0.8590000000000001,0.09298333333333333,0.0554,0.027999999999999997,0.10300000000000001,0.107,0.38,0.4699106851105545,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
I Leave Again,Petit Biscuit,user_library,0.73,0.14,0.755,0.614,0.15801666666666667,0.0548,0.542,0.008790000000000001,0.0937,0.14800000000000002,0.4561594597538395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
OG Beeper,A$AP Rocky,user_library,0.85,0.57,0.91,0.47700000000000004,0.08764999999999999,0.418,0.121,0.0,0.305,0.313,0.605748284500599,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Proud Of U (feat. Young Thug),EARTHGANG,user_library,0.72,0.63,0.768,0.456,0.1446,0.354,0.0691,0.0,0.162,0.39,0.14003104237011216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4th Dimension,KIDS SEE GHOSTS,user_library,0.67,0.68,0.765,0.542,0.11258333333333333,0.39,0.278,1.87e-05,0.609,0.7340000000000001,0.7824106851105543,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Jet Lag,A$AP Ferg,user_library,0.78,0.64,0.853,0.8029999999999999,0.05494999999999999,0.292,0.0085,2.4100000000000003e-05,0.10400000000000001,0.433,0.7688773009476093,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
The Bloodiest,Jay Rock,user_library,0.74,0.47,0.635,0.652,0.07171666666666666,0.127,0.0757,3.35e-05,0.337,0.322,0.6190978651563013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Kulikitaka,Toño Rosario,user_library,0.55,0.0,0.58,0.835,0.1364,0.139,0.524,6.78e-06,0.049,0.892,0.672380459644919,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
VAULTS,BRONSON,user_library,0.6,0.03,0.652,0.96,0.047683333333333335,0.0438,0.036000000000000004,0.868,0.203,0.156,0.45612542206731294,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
HEART ATTACK (feat. lau.ra),BRONSON,user_library,0.6,0.16,0.735,0.65,0.09691666666666668,0.0737,0.161,0.21,0.109,0.122,0.44273499618777906,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Make You Mine,PUBLIC,user_library,0.69,0.8,0.606,0.799,0.0742,0.0261,0.0128,0.0,0.15,0.638,0.31316033111861447,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Scared to Be Lonely,Martin Garrix,user_library,0.82,0.79,0.584,0.54,0.12976666666666667,0.0576,0.0895,0.0,0.261,0.195,0.5511382202374471,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
One Kiss,Calvin Harris,user_library,0.87,0.0,0.797,0.8190000000000001,0.07251666666666666,0.12,0.0371,3.4200000000000005e-05,0.0773,0.581,0.4561730748284501,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Homesick,Dua Lipa,user_library,0.94,0.5,0.426,0.22399999999999998,0.14471666666666666,0.0391,0.948,0.0,0.11199999999999999,0.39899999999999997,0.1954852412591221,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Inside Friend (feat. John Mayer),Leon Bridges,user_library,0.77,0.69,0.693,0.259,0.13196666666666665,0.0372,0.44799999999999995,0.000135,0.0995,0.361,0.21756889227752968,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Trap (feat. Lil Baby),SAINt JHN,user_library,0.82,0.16,0.792,0.8390000000000001,0.04811666666666667,0.0429,0.0862,0.0,0.19399999999999998,0.354,0.40826843481102276,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Roses - Imanbek Remix,SAINt JHN,user_library,0.82,0.28,0.785,0.721,0.09095000000000002,0.0506,0.0149,0.00432,0.285,0.894,0.44214954797952294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Pump It Up - Extended Mix,Endor,user_library,0.65,0.3,0.975,0.7290000000000001,0.13765,0.35,0.0313,0.00547,0.0394,0.561,0.4900882256834767,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Feeling Awake - Sammy Virji Remix,AC Slater,user_library,0.55,0.33,0.9059999999999999,0.769,0.11195000000000001,0.235,0.0216,0.391,0.0542,0.722,0.5102113059579567,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Move Your Body (Future House),Tchami,user_library,0.66,0.42,0.818,0.87,0.08603333333333335,0.0493,0.00424,0.196,0.0429,0.741,0.456016501470428,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Catch The Spirit,Jack Beats,user_library,0.37,0.35,0.7240000000000001,0.879,0.12823333333333334,0.0399,0.00673,0.0295,0.0976,0.12,0.463014649820281,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Memories (feat. Kid Cudi),David Guetta,user_library,0.88,0.71,0.561,0.87,0.10171666666666666,0.34299999999999997,0.0015,2.82e-06,0.24600000000000002,0.498,0.4967323820934538,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Faithful,Suigeneris,user_library,0.51,0.39,0.736,0.7909999999999999,0.039183333333333334,0.0672,0.107,0.00118,0.12,0.35100000000000003,0.33369186363141273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Jerk It Out,Caesars,user_library,0.56,0.63,0.58,0.981,0.043383333333333336,0.06,0.0171,1.07e-05,0.386,0.861,0.5241463348219149,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Ooh Ahh (My Life Be Like) (feat. Toby Mac),Grits,user_library,0.59,0.72,0.757,0.862,0.058649999999999994,0.0695,0.114,0.000192,0.285,0.823,0.28597783465853394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Skank N Flex (w/ Scrufizzer),Wax Motif,user_library,0.56,0.53,0.968,0.87,0.08008333333333333,0.12300000000000001,0.0041600000000000005,0.00628,0.0789,0.5670000000000001,0.4972225247794359,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
J.L.R. (feat. Young Roddy & Smoke DZA),Curren$y,user_library,0.68,0.25,0.526,0.871,0.09223333333333333,0.358,0.0253,0.0,0.11599999999999999,0.434,0.6561785208582944,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Dogfight,Jay Robinson,user_library,0.41,0.05,0.809,0.8079999999999999,0.13246666666666665,0.096,0.004379999999999999,0.624,0.054000000000000006,0.604,0.47645272846095205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Ghosts (feat. Hana),Tchami,user_library,0.66,0.37,0.679,0.87,0.17106666666666667,0.0419,0.006640000000000001,0.853,0.0579,0.76,0.45603692408234403,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Made In France (with Tchami & Malaa, feat. Mercer) - Wax Motif Remix",DJ Snake,user_library,0.81,0.42,0.6659999999999999,0.985,0.09763333333333332,0.0701,0.0697,0.7090000000000001,0.0941,0.348,0.4627763860145954,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix",Future,user_library,0.91,0.66,0.81,0.5660000000000001,0.13883333333333334,0.433,0.107,0.0,0.122,0.5820000000000001,0.5790287005772792,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Life Is Good (feat. Drake),Future,user_library,0.91,0.85,0.6759999999999999,0.609,0.09718333333333334,0.48100000000000004,0.0706,0.0,0.152,0.508,0.5788108593835095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
If I Die Young,The Band Perry,user_library,0.62,0.68,0.606,0.49700000000000005,0.11018333333333334,0.0277,0.348,0.0,0.275,0.36200000000000004,0.50189930290818,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
How's Your Evening So Far - Chris Lake Remix,Chris Lake,user_library,0.67,0.0,0.742,0.943,0.08985,0.14,0.0687,0.5720000000000001,0.511,0.0598,0.46971326652870066,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Your Love (Déjà Vu),Glass Animals,user_library,0.8,0.64,0.8540000000000001,0.6709999999999999,0.11929999999999999,0.0543,0.019,0.38299999999999995,0.105,0.631,0.34706186689903057,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Esperar Pra Ver,Poolside,user_library,0.67,0.56,0.7829999999999999,0.7,0.13103333333333333,0.0367,0.0329,0.249,0.0888,0.846,0.29258114584467926,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Glimmer,Tame Impala,user_library,0.82,0.57,0.6729999999999999,0.627,0.14115,0.0377,0.136,0.424,0.366,0.7609999999999999,0.4145722143557347,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
One More Hour,Tame Impala,user_library,0.82,0.58,0.647,0.39799999999999996,0.14383333333333334,0.0283,0.10800000000000001,0.107,0.14800000000000002,0.32,0.3064549068728896,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
It Might Be Time,Tame Impala,user_library,0.82,0.65,0.585,0.7809999999999999,0.06346666666666667,0.0457,0.021,0.00018700000000000002,0.627,0.336,0.40119540355081146,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Is It True,Tame Impala,user_library,0.82,0.72,0.731,0.664,0.09123333333333333,0.0302,0.00307,0.35,0.133,0.6609999999999999,0.4153006208474022,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Lost In Yesterday,Tame Impala,user_library,0.82,0.73,0.569,0.84,0.06871666666666668,0.11800000000000001,0.0295,0.000118,0.0995,0.7490000000000001,0.8580696547217082,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
On Track,Tame Impala,user_library,0.82,0.6,0.38799999999999996,0.648,0.09296666666666666,0.038,0.11599999999999999,4.19e-06,0.08199999999999999,0.11199999999999999,0.7273785535344734,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Tomorrow's Dust,Tame Impala,user_library,0.82,0.59,0.616,0.804,0.0928,0.0427,0.0124,0.0998,0.5529999999999999,0.627,0.2858484914497332,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Breathe Deeper,Tame Impala,user_library,0.82,0.7,0.664,0.848,0.07516666666666666,0.0322,0.0245,0.000127,0.172,0.502,0.3266664851323385,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Posthumous Forgiveness,Tame Impala,user_library,0.82,0.66,0.36700000000000005,0.613,0.0941,0.0297,0.0508,0.0017100000000000001,0.282,0.0966,0.6600996623461497,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Borderline,Tame Impala,user_library,0.82,0.8,0.621,0.873,0.051116666666666664,0.0369,0.0406,9.1e-06,0.0824,0.873,0.27875503757760584,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Instant Destiny,Tame Impala,user_library,0.82,0.6,0.381,0.8290000000000001,0.07606666666666667,0.0598,0.0226,0.00027400000000000005,0.402,0.509,0.7414973859056748,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
One More Year,Tame Impala,user_library,0.82,0.62,0.602,0.88,0.09023333333333333,0.0354,0.057,0.46,0.284,0.493,0.38800920379043674,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Texas Sun,Khruangbin,user_library,0.73,0.73,0.635,0.631,0.16678333333333334,0.0343,0.0378,0.138,0.0997,0.619,0.371357967541662,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Oh Girl,The Chi-Lites,user_library,0.49,0.44,0.42200000000000004,0.486,0.16443333333333332,0.0282,0.29600000000000004,0.0,0.10800000000000001,0.53,0.5280947064589916,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Runaway,Kanye West,user_library,0.91,0.74,0.374,0.568,0.06375,0.109,0.21899999999999997,0.0021899999999999997,0.513,0.111,0.18871174164034415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Many Men (Wish Death),50 Cent,user_library,0.85,0.68,0.653,0.826,0.04883333333333333,0.354,0.0153,0.00146,0.131,0.41600000000000004,0.35064263152162073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
We like to Party! (The Vengabus),Vengaboys,user_library,0.68,0.04,0.785,0.9309999999999999,0.08021666666666666,0.0465,0.0148,0.637,0.0459,0.9690000000000001,0.5376184511491122,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
The Box,Roddy Ricch,user_library,0.89,0.89,0.8959999999999999,0.586,0.11145000000000001,0.0559,0.10400000000000001,0.0,0.79,0.642,0.40817312928874855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Stan,Eminem,user_library,0.94,0.78,0.78,0.768,0.07208333333333333,0.23800000000000002,0.0371,2.34e-06,0.518,0.507,0.15692054242457248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Heart On Ice,Rod Wave,user_library,0.79,0.77,0.733,0.389,0.14113333333333333,0.0738,0.0513,0.0,0.141,0.244,0.6866490578368369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Where Is My Mind?,Trampled by Turtles,user_library,0.58,0.52,0.523,0.48200000000000004,0.11076666666666667,0.0245,0.612,0.0103,0.264,0.28300000000000003,0.1536393094434158,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Like This,Dombresky,user_library,0.56,0.3,0.787,0.856,0.07451666666666666,0.0583,0.0046700000000000005,0.899,0.245,0.9079999999999999,0.46289211414878556,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
No New Friends - Dombresky Remix,Sia,user_library,0.9,0.44,0.852,0.833,0.07558333333333334,0.0657,0.0264,0.812,0.0953,0.5529999999999999,0.46289211414878556,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Futurmastic,Dombresky,user_library,0.56,0.46,0.7090000000000001,0.7879999999999999,0.11903333333333334,0.0344,0.009890000000000001,0.8270000000000001,0.0882,0.672,0.4628648839995643,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Utopia,Dombresky,user_library,0.56,0.47,0.754,0.833,0.08571666666666666,0.0428,0.0033799999999999998,0.54,0.0666,0.105,0.4698494172748067,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Griztronics,GRiZ,user_library,0.64,0.63,0.607,0.941,0.06344999999999999,0.48100000000000004,0.037000000000000005,0.0137,0.321,0.521,0.12518380350724329,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Rich Girl,Lake Street Dive,user_library,0.64,0.61,0.679,0.5920000000000001,0.11525,0.179,0.172,3.07e-05,0.16399999999999998,0.595,0.19632256834767453,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Follow God,Kanye West,user_library,0.91,0.74,0.529,0.9,0.058383333333333336,0.418,0.000248,1.21e-05,0.0426,0.434,0.8392263914606253,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
