track,artist,album,popularity_score,track_id,track_uri,spotify_link,preview,album_image_large,album_image_small,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,lyrics
Kulikitaka,Toño Rosario,Kulikitaka,0,4jy2Y30451t7CQCoMUulFm,spotify:track:4jy2Y30451t7CQCoMUulFm,https://open.spotify.com/track/4jy2Y30451t7CQCoMUulFm,,https://i.scdn.co/image/ab67616d00001e0291f649baba914c29b470ecc1,https://i.scdn.co/image/ab67616d0000485191f649baba914c29b470ecc1,0.58,0.835,10,-8.184,1,0.139,0.524,6.78e-06,0.049,0.892,155.782,265665,4,machucalo machucalo machucalo machucalo machucalo machucalo machucalo machucalo machucalo machucalo machucalo machucalo machucalo machucalo machucalo machucalo machucalo machucalo ta cruzao ta cruzao ta cruzao ta cruzao ta cruzao ta cruzao ta cruzao ta cruzao ta cruzao ta cruzao ta cruzao ta cruzao ta cruzao ta cruzao y dice machucalo machucalo machucalo machucalo machucalo machucalo machucalo machucalo machucalo machucalo machucalo machucalo machucalo machucalo machucalo machucalo machucalo machucalo machucalo machucalo pedro que lo baile pedro pedro que lo baile pedro pedro que lo baile pedro pedro que lo baile pedro kulikitaka ti kulikitaka ta kulikitaka ti kulikitaka ti sakalakati ti taca tiki sakalakati taca kulikitaka ta kulikitaka ta kulikitaka ta kulikitaka ta para para para ta cruzao ta cruzao
VAULTS,BRONSON,HEART ATTACK / VAULTS,9,7DBi89fp9dzk2d2ij4Yo2x,spotify:track:7DBi89fp9dzk2d2ij4Yo2x,https://open.spotify.com/track/7DBi89fp9dzk2d2ij4Yo2x,,https://i.scdn.co/image/ab67616d00001e02f0f7f7eb8dd94d96848f2993,https://i.scdn.co/image/ab67616d00004851f0f7f7eb8dd94d96848f2993,0.652,0.96,9,-2.861,0,0.0438,0.036,0.868,0.203,0.156,124.015,244453,4,
HEART ATTACK (feat. lau.ra),BRONSON,HEART ATTACK / VAULTS,26,3xrSAFB6cXBHwLylbCP4sr,spotify:track:3xrSAFB6cXBHwLylbCP4sr,https://open.spotify.com/track/3xrSAFB6cXBHwLylbCP4sr,,https://i.scdn.co/image/ab67616d00001e02f0f7f7eb8dd94d96848f2993,https://i.scdn.co/image/ab67616d00004851f0f7f7eb8dd94d96848f2993,0.735,0.65,6,-5.815,0,0.0737,0.161,0.21,0.109,0.122,122.048,209600,4,"i've been patient but i won't follow 'cause i don't wanna be your friend why does it matter in the end? i want a little bit of lightning no, i don't wanna be your friend 'cause these feelings are violent  this love's a heart attack this love's a heart attack this love's a heart attack  see, i've been patient but i won't follow 'cause i don't wanna be your friend why does it matter if it ends? i want a little bit of lightning no, i don't wanna be your friend i want a little bit of lightning no, i don't wanna be your friend i want a little bit of lightning why does it matter if it ends? but i don't wanna live in silence why does it matter in the end? i want a little bit of lightning no, i don't wanna be your friend because these feelings are violent why does it matter in the end?  this love's a heart attack this love's a heart attack this love's a heart attack this love's a heart attack  this love's a heart attack and no, i won't go back (yeah) this love's a heart attack (oh) this love's a heart attack (oh, you)  why does it matter anyway why does it matter in the end? why does it matter anyway why does it matter in the end?"
Make You Mine,PUBLIC,Make You Mine,82,5iFwAOB2TFkPJk8sMlxP8g,spotify:track:5iFwAOB2TFkPJk8sMlxP8g,https://open.spotify.com/track/5iFwAOB2TFkPJk8sMlxP8g,https://p.scdn.co/mp3-preview/b03175563bf8617fb5ee6b8e22730ba9a21eec8d?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e020d0621554b1c6c9dbf3556be,https://i.scdn.co/image/ab67616d000048510d0621554b1c6c9dbf3556be,0.606,0.799,9,-4.452,1,0.0261,0.0128,0.0,0.15,0.638,103.014,232907,4,"well, i will call you darlin' and everything will be okay 'cause i know that i am yours and you are mine doesn't matter anyway in the night, we'll take a walk, it's nothin' funny just to talk  put your hand in mine you know that i want to be with you all the time you know that i won't stop until i make you mine you know that i won't stop until i make you mine until i make you mine  well, i have called you darlin' and i'll say it again, again so kiss me 'til i'm sorry, babe, that you are gone and i'm a mess and i'll hurt you and you'll hurt me and we'll say things we can't repeat  put your hand in mine you know that i want to be with you all the time you know that i won't stop until i make you mine you know that i won't stop until i make you mine until i make you mine  you need to know we'll take it slow i miss you so we'll take it slow it's hard to feel you slipping (you need to know) through my fingers are so numb (we'll take it slow) and how was i supposed to know (i miss you so) that you were not the one?  put your hand in mine you know that i want to be with you all the time you know that i won't stop until i make you mine you know that i won't stop until i make you mine until i make you mine put your hand in mine you know that i want to be with you all the time oh darlin', darlin', baby, you're so very fine you know that i won't stop until i make you mine until i make you—  la-la-la-la-la la-la-la-la-la-la-la la-la-la-la-la la-la-la-la-la-la-la la-la-la-la-la la-la-la-la-la-la-la la-la-la-la-la"
Scared to Be Lonely,Martin Garrix,Scared to Be Lonely,81,3ebXMykcMXOcLeJ9xZ17XH,spotify:track:3ebXMykcMXOcLeJ9xZ17XH,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH,https://p.scdn.co/mp3-preview/36cf23a16f3d05a2c1d3d7abfe7b13e5dc3c6ade?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e0264f8a309aa3c0a66a31fc374,https://i.scdn.co/image/ab67616d0000485164f8a309aa3c0a66a31fc374,0.584,0.54,1,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972,220883,4,"it was great at the very start hands on each other couldn't stand to be far apart closer the better  now we're picking fights and slamming doors magnifying all our flaws and i wonder why, wonder what for why we keep coming back for more  is it just our bodies? are we both losing our minds? is the only reason you're holding me tonight 'cause we're scared to be lonely? do we need somebody just to feel like we're alright? is the only reason you're holding me tonight 'cause we're scared to be lonely?  too much time, losing track of us where was the real? undefined, spiraling out of touch forgot how it feels  all the messed up fights and slamming doors magnifying all our flaws and i wonder why, wonder what for it's like we keep coming back for more  is it just our bodies? are we both losing our minds? is the only reason you're holding me tonight 'cause we're scared to be lonely? do we need somebody just to feel like we're alright? is the only reason you're holding me tonight 'cause we're scared to be lonely?  scared to be lonely  even when we know it's wrong been somebody better for us all along tell me, how can we keep holding on? holding on tonight 'cause we're scared to be lonely even when we know it's wrong been somebody better for us all along tell me, how can we keep holding on? holding on tonight 'cause we're scared to be lonely  is it just our bodies? are we both losing our minds? is the only reason you're holding me tonight 'cause we're scared to be lonely?  scared to be lonely scared to be lonely scared to be lonely eh, eh, scared to be lonely"
One Kiss,Calvin Harris,Dua Lipa (Complete Edition),0,3WVcoF2oKbUPCxyjIkYyHs,spotify:track:3WVcoF2oKbUPCxyjIkYyHs,https://open.spotify.com/track/3WVcoF2oKbUPCxyjIkYyHs,,https://i.scdn.co/image/ab67616d00001e021764e1a1b94e887206782640,https://i.scdn.co/image/ab67616d000048511764e1a1b94e887206782640,0.797,0.819,9,-4.351,0,0.12,0.0371,3.42e-05,0.0773,0.581,124.022,214987,4,"one kiss is all it takes fallin' in love with me possibilities i look like all you need  let me take the night, i love real easy and i know that you'll still wanna see me on the sunday morning, music real loud let me love you while the moon is still out  something in you-ou-ou lit up heaven in me-e-e the feeling won't let me slee-ee-eep 'cause i'm lost in the way you move, the way you feel  one kiss is all it takes fallin' in love with me possibilities i look like all you need one kiss is all it takes fallin' in love with me possibilities i look like all you need  one one one one  i just wanna feel your skin on mine feel your eyes do the exploring passion in the message when you smile take my time  something in you-ou-ou lit up heaven in me-e-e the feeling won't let me slee-ee-eep 'cause i'm lost in the way you move, the way you feel  one kiss is all it takes fallin' in love with me possibilities i look like all you need one kiss is all it takes fallin' in love with me possibilities i look like all you need  one one one one  see a wonderland in your eyes might need your company tonight  something in you-ou-ou lit up heaven in me-e-e the feeling won't let me slee-ee-eep 'cause i'm lost in the way you move, the way you feel  one kiss is all it takes fallin' in love with me possibilities i look like all you need one kiss is all it takes fallin' in love with me possibilities i look like all you need  one one one one"
Homesick,Dua Lipa,Dua Lipa (Complete Edition),51,1fF9w1hapJKALsOQ6yTcxg,spotify:track:1fF9w1hapJKALsOQ6yTcxg,https://open.spotify.com/track/1fF9w1hapJKALsOQ6yTcxg,https://p.scdn.co/mp3-preview/47eb20c4409683df486f8bb518b2e6abf4e617a5?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e021764e1a1b94e887206782640,https://i.scdn.co/image/ab67616d000048511764e1a1b94e887206782640,0.426,0.224,6,-8.683,1,0.0391,0.948,0.0,0.112,0.399,85.728,230480,5,"here, where the sky's falling i'm covered in blue i'm running and i'm crawling fighting for you when the rain stops, then, darling, what will i do? and i know i go all in, but why do i?  you give me a reason, something to believe in i know, i know, i know you give me a meaning, something i can breathe in i know, i know, i know it's a bittersweet feeling longing, and i'm leaving i go, i go, i go but i wish i was there with you oh, i wish i was there with you  there's a crack in my window a bird in my room angels all over that watch over you when i'm walking on water all my dreams have come true still, nothing means nothing without you, you  you give me a reason, something to believe in i know, i know, i know you give me a meaning, something i can breathe in i know, i know, i know it's a bittersweet feeling longing, and i'm leaving i go, i go, i go tell my heart to lie, but i know deep inside it's true that i wish i was there with you that i wish i was there with you oh, i wish i was there with you   you give me a reason, something to believe in i know, i know, i know you give me a meaning, something i can breathe in i know, i know, i know it's a bittersweet feeling longing, and i'm leaving i go, i go, i go tell my heart to lie, but i know deep inside it's true that i wish i was there with you that i wish i was there with you oh, i wish i was there with you"
Inside Friend (feat. John Mayer),Leon Bridges,Inside Friend (feat. John Mayer),70,4ehkZtzPTbjsRULRfQSWYu,spotify:track:4ehkZtzPTbjsRULRfQSWYu,https://open.spotify.com/track/4ehkZtzPTbjsRULRfQSWYu,https://p.scdn.co/mp3-preview/176a71db7607172f54d91e7ff3ce220257be7139?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02dc4f9aa0582a986dd0a211ee,https://i.scdn.co/image/ab67616d00004851dc4f9aa0582a986dd0a211ee,0.693,0.259,1,-7.918,1,0.0372,0.448,0.000135,0.0995,0.361,88.972,175432,4,"you can be my inside friend you can be my inside friend  slide through when you want (slide) you know i want to put you on (put you on) it's evil out there (it's evil out there) let's keep it at home (oh baby), so come on i wanna see you slide across the kitchen floor (slide across the kitchen floor) can't give you more but—  you can be my inside friend you can be my inside friend (darlin' you) my inside friend (love right there) won't you be my inside friend? (you and you)  come through with your hair still wet yoga pants, sweatshirt on the bed heart heavy and your week been crazy we can be lazy, baby embrace me and this feeling so right don't think about leaving anytime tonight  you can just slide across my kitchen floor and tell me goodbye and just see yourself right out my door come back through, when you want to if you do or never call me anymore that's what inside friends are for  you can be my inside friend (oh woah-woah, woah) you can be my inside friend (oh i wanna be) my inside friend (na, na-na-na, na-na-na, na-na) won't you be my inside friend? (don't you wanna be? don't you wanna be? don't you wanna be my—)"
Trap (feat. Lil Baby),SAINt JHN,Ghetto Lenny's Love Songs,23,1pChm8ih9LlKhWncBJ6HLr,spotify:track:1pChm8ih9LlKhWncBJ6HLr,https://open.spotify.com/track/1pChm8ih9LlKhWncBJ6HLr,,https://i.scdn.co/image/ab67616d00001e024fa9da3edca53373b5c823f6,https://i.scdn.co/image/ab67616d000048514fa9da3edca53373b5c823f6,0.792,0.839,0,-2.887,1,0.0429,0.0862,0.0,0.194,0.354,116.985,184699,4,
Faithful,Suigeneris,Faithful,41,01plcbRzUfRPJHxMp0s1lN,spotify:track:01plcbRzUfRPJHxMp0s1lN,https://open.spotify.com/track/01plcbRzUfRPJHxMp0s1lN,https://p.scdn.co/mp3-preview/13704f09d261a2a39aae23ea3a7a2eb5f041bbe7?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e026e1444a996684c0c721bcf10,https://i.scdn.co/image/ab67616d000048516e1444a996684c0c721bcf10,0.736,0.791,11,-2.351,1,0.0672,0.107,0.00118,0.12,0.351,106.03,181132,4,"no i’m afraid to, i’m scared to look in your eyes i’m outta patience, i know i’m wasting my time i can’t be faithful i know you’re feeding me lies i’m just afraid to so tell me what you want yeah yeah  i’m scared to fall in love don’t leave me by myself girl you been inside my mind i don’t want nobody else i swear i feel selfish but when i’m with you i can’t help it i don’t mean to act so jealous but when i’m with you it’s a feeling oh that i’ve never felt before you everything that i’m looking for oh and you’ve been on my mind ain’t nothing like you i hate it when we fight but we gotta push through i feel i’m in the sky coz my whole mind is blue this love shit is a crime but we don’t play by the rules deep in your sea next to you where i wanna be baby promise i got what you need oh don’t throw in the towel on the team and promise that you’ll never go coz girl i can’t end up alone you dropped my heart on the floor now i ain’t got nothing to hold on to  no i’m afraid to, i’m scared to look in your eyes i’m outta patience, i know i’m wasting my time i can’t be faithful i know you’re feeding me lies i’m just afraid to so tell me what you want yeah yeah  girl you changing oh that’s dangerous i been out bad on these tracks going crazy i can’t really tell if you love me or you hate me all i know is i can give my all to you shawty all i wanted was to ball with you i was in the stu awaiting calls from you broken all fall girl that’s what you do ain’t nothing you can do when she don’t love you the same and i’m the only one to blame scared to go through all this pain slowly watch us fade away i know i saw you but there ain’t no other way  no i’m afraid to, i’m scared to look in your eyes i’m outta patience, i know i’m wasting my time i can’t be faithful i know you’re feeding me lies i’m just afraid to so tell me what you want yeah yeah"
Jerk It Out,Caesars,Love For The Streets,64,5XMjXjwCkJVmk0AHm7z8IV,spotify:track:5XMjXjwCkJVmk0AHm7z8IV,https://open.spotify.com/track/5XMjXjwCkJVmk0AHm7z8IV,https://p.scdn.co/mp3-preview/fe5481ef8fbe5b2ba6f4417aa162e9f9d6d4edc7?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e0246ed4ae9343359e5965baf7b,https://i.scdn.co/image/ab67616d0000485146ed4ae9343359e5965baf7b,0.58,0.981,8,-2.603,0,0.06,0.0171,1.07e-05,0.386,0.861,134.007,195667,4,"wind me up, put me down, start me off and watch me go i'll be runnin' circles around you sooner than you know a little off center, and i'm out of tune just kickin' this can along the avenue, but i'm all right  because it's easy once you know how it's done you can't stop now, it's already begun you feel it runnin' through your bones and you jerk it out (when you jerk it out)  shut up, hush your mouth, can't you hear, you talk too loud? no, i can't hear nothing because i got my head up in the clouds i bite off anything that i can chew i'm chasing cars up and down the avenue, but that's okay  cause it's easy once you know how it's done you can't stop now, it's already begun you feel it runnin' through your bones and you jerk it out   because it's easy once you know how it's done you can't stop now, it's already begun you feel it runnin' through your bones and you jerk it out  and you jerk it out and you jerk it out and you jerk it out oh, baby, don't you know you really gotta jerk it out? when you jerk it out oh, baby, don't you know you really gotta jerk it out? when you jerk it out oh, baby, don't you know you really gotta jerk it out?"
Ooh Ahh (My Life Be Like) (feat. Toby Mac),Grits,The Art of Translation,74,2cGJxXXIBrxMhk2fWUJTLs,spotify:track:2cGJxXXIBrxMhk2fWUJTLs,https://open.spotify.com/track/2cGJxXXIBrxMhk2fWUJTLs,https://p.scdn.co/mp3-preview/2041709b6679c0ac17dda6d65b7bb21419248c87?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02bd84a9a73163a75d9d8c6203,https://i.scdn.co/image/ab67616d00004851bd84a9a73163a75d9d8c6203,0.757,0.862,2,-3.519,1,0.0695,0.114,0.000192,0.285,0.823,99.021,233173,4,"my life be like ooh ahh (yeah) ooooooh my life be like ooh ahh, ooh ahh (yeah) ooooooh chorus: it's times like these that make me say lord if you see me please come my way leavin bread crumbs for when i stray rely on sacrifice and the price you paid feel me like a fingertip (flow fingertip flow fingertip) sometimes i fall i slip my heartfelt desire be more like you trying not to quench your fire by the things that i do i'm on an island by my lonesome stranded low key and stayin candid reflectin on the things i try my hand at search for the equations to persuasions i'm used to findin comfort in the zones of closet bones i get loose to a mountainous fontaine spinnin and monsoonin grinnin its high octane this flow's how i came rollin down the hills cause lifes a hassle encircled by my folly like a moat surround a castle stay afloat catch a second wind thin is the air i breathe teary-eyed nose runnin, wipe the snot on my sleeve i'm callin on my savior to be all that i need please forgive me my behavior had me lost at light speed chorus the fear of never falling in love and the tears after losing the feelings of what you thought love was like the dirt still up under the rug (my life be like) bad characteristics covered in christ's blood the joy of new birth and the pain of growing up the bliss between giving my all and giving up the highs and lows paths and roads i chose in the cold i froze trying to ease my woes in this world of sin clothes to thin to fend so to god i send words of help to win in grumblings so deep letters could never express so the sounds of ooh ahh beneath my breath projects chorus (toby mac) my life be like ooh aah ooh dum dum diddy here comes that boy from the capital city last up on the grits new ditty but eight bars of the truth will do, uhh i believe there's a pride thats stunning and i believe in the kingdom coming i believe if you seek the truth you don't need to look far cuz it's gonna find you so why, oh why, do i trip and stumble? and ooh ahh as commitments crumble? i can't believe that i'm here again...'gain....'gain.... my life be like chorus (x2) (flow fingertip flow fingertip) (flow fingertip flow fingertip) my life be like (flow fingertip flow fingertip) (flow fingertip flow fingertip) my life be like (flow fingertip flow fingertip) (flow fingertip flow fingertip) my life be like (flow fingertip flow fingertip) (flow fingertip flow fingertip) my life be like"
J.L.R. (feat. Young Roddy & Smoke DZA),Curren$y,The Stoned Immaculate (Deluxe Version),26,4FisM4sjTnQx4miF8tZ4bs,spotify:track:4FisM4sjTnQx4miF8tZ4bs,https://open.spotify.com/track/4FisM4sjTnQx4miF8tZ4bs,https://p.scdn.co/mp3-preview/0ec6e44f94200ce24e71c50a9b3254307f6b3fb2?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e020a966065cbcb71f1bd7f917e,https://i.scdn.co/image/ab67616d000048510a966065cbcb71f1bd7f917e,0.526,0.871,5,-5.534,0,0.358,0.0253,0.0,0.116,0.434,153.402,279547,4,"‘fore i left up my house i kill it while i’m on the ehm, life fuck are you takin’ me for? one of you sucker niggas who forget the set when he blow thou shalt not rest until i make my whole fam rich  uh, my shift on the flo my top in the trunk homie, my phone in the dunk finishin’ up a jurnt, had it almost rolled ‘fore i left out my house, i kill it while i’m on the road on the way to your girl house, you don’t know that’s mine smashed out at my homie crib, as far as it goes snatch the shower, change clothes, back to the same old triple og gang, the furry kangol keeping everything the same , word to what i drove double s impala bubble on the stock chromes opportunity came knockin’ but i wasn’t home i was at opportunity house, takin’ the valuables out like fuck that, we want it now this is jet life, my niggas is buying stocks like fuck that, we want it now this is jet life, my god sons want drops  the fuck you thought this was dawg? we them illest motherfuckers after all we’ll have this whole world changed by tomorrow j.l.r like the fuck you thought this was dawg? we them endless motherfuckers after all we’ll have this whole world changed by tomorrow j.l.r  j.l.r aye what they thought this was dawg? we them endless motherfuckers after all we’ll have this whole world changed by tomorrow nigga i’m bound to make it i told ‘em hoes i was gonna be ballin’ like the shot off that glass, uh i caused it they talkin’ ‘bout all my camp, nigga beg your pardon i ain’t never had no foreign whip but i had a foreign bitch chasin’ juvenile like in the trip and we all don’t get no chance like this so i’m goin’ in, i’ll try my best to dodge them pigs tried my best to dodge that pig if i could i’d do it again money racks they spend, i do it big check my paw prints, got the skills to pay my rent got enough game to take your bitch, girl be fuckin’ me big my jersey numba and my main bitch be a 10, that’s some playa shit but where we from only strong win ,and thats j.l.r yea yea yea   rrriiight, the fuck you thought this was dawg we them illest motherfuckers after all have this whole world changed by tomorrow i’ll be the young high fellow, fly mellow straight from the ghetto, illest nigga out the triborough and i’m the newest member of the jet life team and i'mma bring my nigga phelps mad more cream lo galore, kill these niggas looks fo’ sha bout to takem em back where thirstin took ‘em before ah, kushed god, hear my scriptures know you see me in the mag posing like tazz in my picture rugby’s on the bed, rugby’s on the wall, rugby’s on the floor mirror, mirror, still the freshest of them all i feel you bro, now them bitches think i’m ballin’ so they be actin’ differently when i be up in harlem"
Dogfight,Jay Robinson,Fight Music,6,4awukUtTt5YyqJYSSZdrK4,spotify:track:4awukUtTt5YyqJYSSZdrK4,https://open.spotify.com/track/4awukUtTt5YyqJYSSZdrK4,https://p.scdn.co/mp3-preview/c90adb9a50e0488d86969a0655f188fcfe9ec09b?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02aa13cee859aef61db0ecc2b7,https://i.scdn.co/image/ab67616d00004851aa13cee859aef61db0ecc2b7,0.809,0.808,7,-7.948,0,0.096,0.00438,0.624,0.054,0.604,127.001,322000,4,
Ghosts (feat. Hana),Tchami,Ghosts (feat. Hana),48,5LGEEhT48ta9X8vHGCzwby,spotify:track:5LGEEhT48ta9X8vHGCzwby,https://open.spotify.com/track/5LGEEhT48ta9X8vHGCzwby,,https://i.scdn.co/image/ab67616d00001e02f32f5c1b38c5e3fcb2e6d3e3,https://i.scdn.co/image/ab67616d00004851f32f5c1b38c5e3fcb2e6d3e3,0.679,0.87,6,-10.264,1,0.0419,0.00664,0.853,0.0579,0.76,124.002,296342,4,"i shall follow night falls, so slow i'm here, you know you're not alone  alone (alone) alone alone (alone) alone  i'm in love with a feeling is it ghosts that i'm seeing? i stay calm and i breathe in raise the flames we believe in i'm in love with a feeling is it ghosts that i'm seeing? i stay calm and i breathe in raise the flames we believe in  do you know what you believe in-in-in? do you know what you believe in-in-in? do you know what you believe in-in-in? do you know what you believe in-in-in? do you know what you believe in-in-in? do you know what you believe in-in-in? do you know what you believe in-in-in? (in) do you know what you believe in-in-in? do you know what you believe in-in-in? (in) do you know what you believe in-in-in? (i'm in love with a feeling) do you know what you believe in-in-in? (is it ghosts that i'm seeing?) do you know what you believe in-in-in? (i stay calm and i breathe in) do you know what you believe in-in-in? (raise the flames we believe in) do you know what you believe in-in-in? do you know what you believe in-in-in? (aah, ah) do you know what you believe in-in-in? (aah, eh) do you know what you believe in?  in, oh ooh ooh, eh ooh-ooh, ooh-oh"
"Made In France (with Tchami & Malaa, feat. Mercer) - Wax Motif Remix",DJ Snake,"Made In France (with Tchami & Malaa, feat. Mercer) [Wax Motif Remix]",44,6B9AzhSLog7Bm1huxkfCFN,spotify:track:6B9AzhSLog7Bm1huxkfCFN,https://open.spotify.com/track/6B9AzhSLog7Bm1huxkfCFN,https://p.scdn.co/mp3-preview/27fbf322c0a0034ac9c8d7fb78ccdc4573973337?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02be7e1f70fd39500e734b1864,https://i.scdn.co/image/ab67616d00004851be7e1f70fd39500e734b1864,0.666,0.985,1,-5.858,0,0.0701,0.0697,0.709,0.0941,0.348,124.992,205601,4,
Life Is Good (feat. Drake),Future,Life Is Good (feat. Drake),87,5yY9lUy8nbvjM1Uyo1Uqoc,spotify:track:5yY9lUy8nbvjM1Uyo1Uqoc,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc,https://p.scdn.co/mp3-preview/79199a9ab949b5803197efb455c224299d7d5949?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e028a01c7b77a34378a62f46402,https://i.scdn.co/image/ab67616d000048518a01c7b77a34378a62f46402,0.676,0.609,2,-5.831,0,0.481,0.0706,0.0,0.152,0.508,142.037,237735,4,
If I Die Young,The Band Perry,The Band Perry,69,4u26EevCNXMhlvE1xFBJwX,spotify:track:4u26EevCNXMhlvE1xFBJwX,https://open.spotify.com/track/4u26EevCNXMhlvE1xFBJwX,https://p.scdn.co/mp3-preview/a4663ee05ad6855609fa2beb80a236f36362ccfd?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e025726e327fd968a6fb5974350,https://i.scdn.co/image/ab67616d000048515726e327fd968a6fb5974350,0.606,0.497,4,-6.611,1,0.0277,0.348,0.0,0.275,0.362,130.739,222773,4,"if i die young, bury me in satin lay me down on a bed of roses sink me in the river at dawn send me away with the words of a love song oh-oh, oh-ho  lord, make me a rainbow, i'll shine down on my mother she'll know i'm safe with you when she stands under my colors oh, and life ain't always what you think it ought to be, no ain't even gray, but she buries her baby the sharp knife of a short life well, i've had just enough time  if i die young, bury me in satin lay me down on a bed of roses sink me in the river at dawn send me away with the words of a love song  the sharp knife of a short life well, i've had just enough time  and i'll be wearing white when i come into your kingdom i'm as green as the ring on my little cold finger i've never known the lovin' of man but it sure felt nice when he was holdin' my hand there's a boy here in town, says he'll love me forever who would have thought forever could be severed by  the sharp knife of a short life well, i've had just enough time  so put on your best boys, and i'll wear my pearls what i never did is done a penny for my thoughts—oh no, i'll sell 'em for a dollar they're worth so much more after i'm a goner and maybe then you'll hear the words i've been singin' funny when you're dead, how people start listenin'  if i die young, bury me in satin lay me down on a bed of roses sink me in the river at dawn send me away with the words of a love song  ooh, ooh, the ballad of a dove go with peace and love gather up your tears, keep 'em in your pocket save 'em for a time when you're really gonna need 'em oh, the sharp knife of a short life well, i've had just enough time so put on your best boys, and i'll wear my pearls"
How's Your Evening So Far - Chris Lake Remix,Chris Lake,How's Your Evening So Far - Chris Lake Remix,0,2PuOeRzHv8eO3wH0Sto2ua,spotify:track:2PuOeRzHv8eO3wH0Sto2ua,https://open.spotify.com/track/2PuOeRzHv8eO3wH0Sto2ua,,https://i.scdn.co/image/ab67616d00001e02c5892f573f39332c534a7c8c,https://i.scdn.co/image/ab67616d00004851c5892f573f39332c534a7c8c,0.742,0.943,4,-5.391,0,0.14,0.0687,0.572,0.511,0.0598,126.011,221384,4,
Your Love (Déjà Vu),Glass Animals,Your Love (Déjà Vu),65,5DYD4zlGiFlkpLaf2Bk8Vl,spotify:track:5DYD4zlGiFlkpLaf2Bk8Vl,https://open.spotify.com/track/5DYD4zlGiFlkpLaf2Bk8Vl,https://p.scdn.co/mp3-preview/b34e2e3a6c17f8f81378c929b01249c5cf1a999f?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02723f3c3e968f176a130ff102,https://i.scdn.co/image/ab67616d00004851723f3c3e968f176a130ff102,0.854,0.671,7,-7.158,1,0.0543,0.019,0.383,0.105,0.631,107.994,234372,4,"mmm, i shut my eyes you call but i just cut the line i know your style i know that you want one more night and i'm backsliding into this just one more time  too far from over you beams from your m2 are blowin' through my room and now you lay down in my shoes you dyed your hair blue oh, so much déjà vu and now  i can feel your love your temporary touch it's a hit and run you go back there when you're done don't you want some more? 'cause i can feel your love  mmm, that purple touch everyone who sees you falls in love you eat us up you live like you're on camera you slide on top a moon to all the juice in us  too far from over you beams from your m2 are blowin' through my room and now you lay down in my shoes you dyed your hair blue oh, so much déjà vu and now  i can feel your love your temporary touch it's a hit and run you go back there when you're done don't you want some more? 'cause i can feel your love (woo)  maybe in time when we're both better at life daylight can open my eyes and you'll still be by my side but meanwhile i've got my contact high you've got your powdered lies we've got these summertime nights night by night, i let you eat me alive i want you to eat me alive i want you to eat me alive (woo) (ayy, ayy, ayy, ayy)  i can feel your love your temporary touch it's a hit and run you go back there when you're done i can feel your love your temporary touch it's a hit and run you go back there when you're done i can feel your love your temporary touch it's a hit and run you go back there when you're done don't you want some more? 'cause i can feel your love  i can feel your love i can feel your love i can feel your love i can feel your love i can feel your love"
Esperar Pra Ver,Poolside,"Brazilian Compilation Series, Vol. 2",57,7baNYnxas4NlQXcoj6kSmp,spotify:track:7baNYnxas4NlQXcoj6kSmp,https://open.spotify.com/track/7baNYnxas4NlQXcoj6kSmp,https://p.scdn.co/mp3-preview/bbd2031fc5e1d2dcc143935c8747c97ae02f2771?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02a4a673063ac61cf2c101bb6f,https://i.scdn.co/image/ab67616d00004851a4a673063ac61cf2c101bb6f,0.783,0.7,6,-7.862,0,0.0367,0.0329,0.249,0.0888,0.846,99.991,300000,4,
