track,artist,data_type,popularity_artist,popularity_song,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,mode,key,time_signature,release_date,alternative,baltic_slavic,bluegrass,blues,celtic,country,dance,disco,edm,electro,english,folk,germanic,hip hop,house,jam band,jazz,other,piano,pop,psychedelic,punk,r&b,rap,reggae,rock,romance,soul,south_american,swing,techno,trance
Room 3327,Gramatik,user_library,62,36.0,0.457,0.66,-5.463,0.038,0.0148,0.92,0.13,0.08,164.031,0,11,4,2016-03-25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Voyager Twins,Gramatik,user_library,62,14.0,0.535,0.894,-3.966,0.037,0.000607,0.705,0.106,0.187,149.931,1,1,4,2017-10-20,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
When I'm Down,Whethan,user_library,69,67.0,0.827,0.769,-4.058,0.126,0.209,9.54e-05,0.091,0.491,93.986,1,7,4,2016-10-21,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Light - Instrumental,ODESZA,user_library,73,35.0,0.658,0.54,-10.152,0.0327,0.12,0.882,0.149,0.183,132.972,1,1,4,2015-09-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Limelight (Louis Futon Remix),Just A Gent,user_library,56,33.0,0.638,0.717,-7.12,0.238,0.159,0.000235,0.161,0.279,133.013,0,5,4,2015-10-12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
You Were Right - Louis Futon Remix,RÜFÜS DU SOL,user_library,71,35.0,0.499,0.743,-5.943,0.21,0.0687,4.02e-06,0.421,0.338,121.929,1,8,4,2016-04-15,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kiss Me Thru The Phone,Soulja Boy,user_library,70,76.0,0.758,0.712,-3.781,0.112,0.0185,0.0,0.0677,0.795,149.998,1,7,4,2008-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Good Grief - Don Diablo Remix,Bastille,user_library,80,55.0,0.741,0.798,-3.513,0.0944,0.0196,0.0,0.124,0.739,125.986,1,8,4,2016-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Let It Be - Remastered 2009,The Beatles,user_library,88,78.0,0.443,0.403,-8.339,0.0322,0.631,0.0,0.111,0.41,143.462,1,0,4,1970-05-08,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Let My Love Open The Door,Pete Townshend,user_library,51,60.0,0.651,0.653,-9.731,0.0545,0.365,0.000117,0.0742,0.729,164.912,1,0,4,1980-04-21,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Can't Fight This Feeling,REO Speedwagon,user_library,68,74.0,0.408,0.48,-11.017,0.0266,0.155,1.82e-05,0.0877,0.19,156.344,1,9,4,1984-11-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hello,Lucky Chops,user_library,47,0.0,0.325,0.406,-6.978,0.0334,0.0377,0.118,0.193,0.251,169.356,0,5,4,2016-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unforgettable,French Montana,user_library,81,80.0,0.726,0.769,-5.043,0.123,0.0293,0.0101,0.104,0.733,97.985,1,6,4,2017-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Carry on Wayward Son,Kansas,user_library,69,75.0,0.482,0.786,-5.735,0.032,0.00321,8.88e-05,0.446,0.793,126.755,1,7,4,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Déjà Vu Affair,Sofi Tukker,user_library,72,23.0,0.637,0.449,-11.541,0.0342,0.0854,0.292,0.0756,0.16,117.993,0,7,4,2016-07-08,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hey Lion,Sofi Tukker,user_library,72,26.0,0.866,0.407,-9.512,0.0643,0.568,0.607,0.109,0.841,120.961,1,6,4,2016-07-08,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Matadora,Sofi Tukker,user_library,72,28.0,0.785,0.673,-8.542,0.0816,0.362,0.531,0.0856,0.443,120.017,1,7,4,2016-07-08,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Awoo (feat. Betta Lemme),Sofi Tukker,user_library,72,41.0,0.826,0.798,-5.078,0.0526,0.0558,0.469,0.669,0.336,122.955,1,11,4,2016-07-08,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Empty Room - Sofi Tukker Remix,Big Wild,user_library,66,30.0,0.711,0.653,-9.498,0.0361,0.0102,0.0594,0.292,0.609,114.977,1,1,4,2017-04-21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Moon Tattoo,Sofi Tukker,user_library,72,39.0,0.781,0.62,-11.859,0.0561,0.189,0.558,0.0944,0.418,111.977,1,1,4,2016-07-08,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dark Days - Sofi Tukker Remix,Local Natives,user_library,66,41.0,0.604,0.917,-5.443,0.0346,0.128,0.574,0.0554,0.439,120.999,0,4,4,2017-01-27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
Drinkee (Vintage Culture & Slow Motion! Remix),Sofi Tukker,user_library,72,30.0,0.813,0.697,-4.995,0.041,0.00778,0.699,0.0995,0.673,122.005,1,4,4,2016-07-29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fuck They,Sofi Tukker,user_library,72,41.0,0.836,0.58,-9.367,0.108,0.08,0.00119,0.667,0.74,126.973,1,7,4,2017-07-14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Drinkee,Sofi Tukker,user_library,72,34.0,0.771,0.69,-7.595,0.0496,0.0492,0.629,0.134,0.346,115.009,1,2,4,2016-07-08,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Best Friend (feat. NERVO, The Knocks & ALISA UENO)",Sofi Tukker,user_library,72,0.0,0.699,0.7,-5.704,0.0392,0.0109,0.0794,0.152,0.3,102.023,1,11,4,2017-09-12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Halloween,Kodak Black,user_library,83,56.0,0.703,0.614,-6.832,0.113,0.434,0.0,0.0942,0.453,150.047,0,6,4,2017-10-31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ghostface Killers,21 Savage,user_library,88,71.0,0.782,0.436,-7.033,0.155,0.331,1.3e-05,0.342,0.243,82.994,1,2,4,2017-10-30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
We Belong - Odesza Remix,RAC,user_library,64,0.0,0.625,0.77,-8.267,0.0404,0.000604,0.142,0.12,0.0615,114.978,1,0,4,2015-02-10,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
Faking It (feat. Kehlani & Lil Yachty) - Radio Edit,Calvin Harris,user_library,87,51.0,0.78,0.579,-4.709,0.0609,0.124,0.0,0.111,0.417,120.036,0,9,4,2017-10-20,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Let's Get It On,Marvin Gaye,user_library,77,59.0,0.55,0.611,-10.657,0.0443,0.0392,0.0,0.0631,0.626,168.512,1,3,4,1973-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Runnin' Down A Dream,Tom Petty,user_library,73,0.0,0.467,0.928,-9.494,0.0369,0.00231,0.406,0.476,0.783,169.869,1,9,4,2010-01-01,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Free Fallin',Tom Petty,user_library,73,78.0,0.623,0.449,-13.333,0.0253,0.212,0.0,0.0613,0.572,84.383,1,5,4,1989-01-01,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,user_library,92,78.0,0.703,0.757,-3.612,0.05,0.617,0.0,0.106,0.696,82.008,1,1,4,2017-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
rockstar,Post Malone,user_library,93,1.0,0.58,0.531,-6.631,0.0776,0.128,0.000127,0.143,0.141,159.786,0,5,4,2017-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Walls,Quinn XCII,user_library,77,45.0,0.735,0.448,-7.387,0.0864,0.333,0.0,0.115,0.581,93.099,1,6,4,2017-09-15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
60 Seconds,Quinn XCII,user_library,77,41.0,0.79,0.661,-5.355,0.0536,0.107,0.0,0.14,0.674,144.966,1,11,4,2017-09-15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Sky Walker (feat. Travis Scott),Miguel,user_library,81,50.0,0.629,0.717,-5.706,0.0638,0.0876,0.0,0.358,0.129,145.959,1,6,4,2017-08-25,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Passionfruit,Drake,user_library,97,79.0,0.809,0.463,-11.377,0.0396,0.256,0.085,0.109,0.364,111.98,1,11,4,2017-03-18,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Signs,Drake,user_library,97,68.0,0.794,0.735,-4.204,0.054,0.108,0.00578,0.112,0.223,107.374,1,0,4,2017-06-23,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Time Bomb,Iration,user_library,62,0.0,0.754,0.59,-6.525,0.046,0.192,0.0,0.11,0.784,147.107,0,4,4,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Built My Legacy (feat. Offset),Kodak Black,user_library,83,50.0,0.858,0.598,-4.961,0.311,0.255,0.0,0.0869,0.696,147.945,1,1,4,2017-08-18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tequila,The Champs,user_library,49,59.0,0.671,0.742,-9.912,0.0441,0.121,0.679,0.0601,0.897,89.748,1,5,4,1994-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Transportin',Kodak Black,user_library,83,71.0,0.804,0.66,-4.86,0.0726,0.0319,0.0,0.103,0.257,94.053,0,10,4,2017-08-18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
XO Tour Llif3,Lil Uzi Vert,user_library,92,84.0,0.732,0.75,-6.366,0.231,0.00264,0.0,0.109,0.401,155.096,0,11,4,2017-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tunnel Vision - Don Diablo Edit,Zonderling,user_library,65,0.0,0.763,0.913,-4.1,0.112,0.234,0.453,0.11,0.363,125.999,0,5,4,2017-01-27,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intro,ODESZA,user_library,73,45.0,0.652,0.0475,-27.987,0.17,0.485,0.231,0.143,0.607,59.608,1,9,3,2017-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Moment Apart,ODESZA,user_library,73,66.0,0.515,0.663,-7.896,0.0328,0.179,0.668,0.494,0.0756,120.024,0,7,4,2017-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Higher Ground (feat. Naomi Wild),ODESZA,user_library,73,59.0,0.629,0.852,-5.094,0.0521,0.0865,0.0215,0.263,0.415,104.997,1,1,4,2017-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boy,ODESZA,user_library,73,52.0,0.515,0.686,-6.258,0.0929,0.00324,0.505,0.0647,0.148,140.013,1,0,4,2017-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Line Of Sight (feat. WYNNE & Mansionair),ODESZA,user_library,73,62.0,0.558,0.733,-6.65,0.0693,0.0334,0.00193,0.193,0.173,89.992,1,8,4,2017-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Late Night,ODESZA,user_library,73,60.0,0.612,0.628,-6.754,0.0752,0.0358,0.00898,0.193,0.434,125.043,1,2,4,2017-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Across The Room (feat. Leon Bridges),ODESZA,user_library,73,64.0,0.566,0.587,-5.96,0.0308,0.0155,2.05e-05,0.111,0.246,82.046,1,6,4,2017-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meridian,ODESZA,user_library,73,51.0,0.517,0.66,-6.175,0.0315,3.4e-05,0.252,0.571,0.0701,90.007,0,5,4,2017-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everything At Your Feet (feat. The Chamanas),ODESZA,user_library,73,46.0,0.579,0.687,-6.859,0.0596,0.0381,0.0107,0.155,0.545,86.97,0,9,4,2017-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Just A Memory (feat. Regina Spektor),ODESZA,user_library,73,45.0,0.446,0.303,-7.031,0.0306,0.625,0.00136,0.0596,0.057,120.212,1,0,4,2017-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divide (feat. Kelsey Bulkin),ODESZA,user_library,73,49.0,0.494,0.572,-5.688,0.034,0.0137,3.25e-06,0.433,0.229,85.11,1,0,4,2017-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thin Floors And Tall Ceilings,ODESZA,user_library,73,50.0,0.218,0.464,-9.013,0.0335,0.0335,0.962,0.122,0.0414,139.32,0,7,4,2017-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Ciudad,ODESZA,user_library,73,52.0,0.663,0.84,-5.618,0.0453,0.00534,0.342,0.169,0.2,108.022,0,9,4,2017-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falls (feat. Sasha Sloan),ODESZA,user_library,73,57.0,0.294,0.697,-6.029,0.128,0.0398,0.00011,0.136,0.183,160.566,1,6,4,2017-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Show Me,ODESZA,user_library,73,45.0,0.538,0.596,-8.389,0.045,0.00258,0.564,0.0835,0.0483,107.756,1,9,4,2017-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corners Of The Earth (feat. RY X),ODESZA,user_library,73,46.0,0.345,0.705,-7.744,0.04,0.159,0.00347,0.0874,0.0397,119.89,0,6,4,2017-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby You're Out,Mac DeMarco,user_library,75,49.0,0.717,0.581,-10.52,0.0487,0.43,0.289,0.0947,0.549,93.001,0,11,4,2017-05-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dreams from Yesterday,Mac DeMarco,user_library,75,48.0,0.857,0.368,-10.87,0.0409,0.0611,0.000548,0.0703,0.725,97.513,1,7,4,2017-05-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
This Old Dog,Mac DeMarco,user_library,75,58.0,0.749,0.401,-10.856,0.0391,0.219,0.0931,0.206,0.616,138.811,1,3,4,2017-05-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One Another,Mac DeMarco,user_library,75,56.0,0.82,0.579,-9.601,0.0279,0.196,0.184,0.113,0.847,104.928,1,5,4,2017-05-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Still Beating,Mac DeMarco,user_library,75,68.0,0.709,0.496,-10.528,0.0417,0.581,0.195,0.151,0.469,78.477,0,1,4,2017-05-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sister,Mac DeMarco,user_library,75,46.0,0.696,0.0209,-18.118,0.0608,0.985,0.102,0.109,0.481,126.146,0,11,4,2017-05-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Wolf Who Wears Sheeps Clothes,Mac DeMarco,user_library,75,53.0,0.828,0.538,-8.559,0.0383,0.276,0.0485,0.0828,0.701,115.046,0,5,4,2017-05-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One More Love Song,Mac DeMarco,user_library,75,58.0,0.693,0.322,-11.224,0.0314,0.77,0.506,0.0939,0.518,141.042,0,9,4,2017-05-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
On the Level,Mac DeMarco,user_library,75,62.0,0.573,0.473,-10.839,0.0268,0.0944,0.397,0.199,0.515,77.494,0,8,4,2017-05-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moonlight on the River,Mac DeMarco,user_library,75,57.0,0.662,0.478,-8.631,0.0453,0.252,0.833,0.216,0.43,139.982,1,9,4,2017-05-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watching Him Fade Away,Mac DeMarco,user_library,75,48.0,0.741,0.072,-17.984,0.0713,0.981,0.00698,0.111,0.297,139.089,1,3,4,2017-05-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
For the First Time,Mac DeMarco,user_library,75,59.0,0.551,0.529,-10.469,0.0517,0.299,0.00674,0.178,0.522,75.515,0,5,4,2017-05-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Old Man,Mac DeMarco,user_library,75,55.0,0.658,0.575,-11.493,0.0332,0.677,0.253,0.0985,0.832,149.274,1,1,4,2017-05-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kings of Summer - Single Version,ayokay,user_library,60,61.0,0.734,0.661,-6.705,0.0356,0.222,2.18e-06,0.201,0.253,134.93,1,11,4,2016-07-20,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
X (feat. Future),21 Savage,user_library,88,72.0,0.835,0.413,-9.81,0.396,0.373,0.00133,0.101,0.111,149.004,1,1,4,2016-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tunnel Vision,Kodak Black,user_library,83,74.0,0.497,0.489,-7.724,0.294,0.0576,9.91e-05,0.122,0.231,171.853,0,11,4,2017-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fall Together - Just A Gent Remix,The Temper Trap,user_library,64,0.0,0.559,0.624,-6.231,0.0683,0.0259,0.0199,0.313,0.211,169.992,0,5,4,2016-07-29,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
UAE,Jay Alvarrez,user_library,24,37.0,0.649,0.568,-8.497,0.039,0.0387,0.0443,0.344,0.417,144.02,0,5,4,2017-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Show Me The Stars,Champagne Drip,user_library,51,21.0,0.679,0.747,-5.91,0.0582,0.00601,0.484,0.12,0.42,140.029,1,0,4,2017-07-14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
It's A Vibe,2 Chainz,user_library,83,75.0,0.822,0.502,-7.38,0.148,0.0312,0.000887,0.114,0.525,73.003,1,7,4,2017-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Highly Possible (feat. Waka Flocka Flame),Big Gigantic,user_library,62,36.0,0.647,0.978,-0.868,0.469,0.0642,0.0,0.243,0.57,92.775,0,5,4,2016-08-26,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
C'mon (feat. GRiZ),Big Gigantic,user_library,62,42.0,0.532,0.94,-3.4,0.0421,0.00125,0.85,0.211,0.288,93.957,1,1,4,2016-08-26,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
New Slang,Alex Guilbert Trio,user_library,21,33.0,0.556,0.543,-12.135,0.0279,0.641,0.926,0.108,0.679,134.568,0,7,4,2012-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All Night (feat. Knox Fortune),Chance the Rapper,user_library,85,66.0,0.704,0.777,-5.729,0.195,0.0358,0.0,0.151,0.392,111.921,1,2,4,2016-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Rawnald Gregory Erickson the Second,STRFKR,user_library,63,66.0,0.9,0.538,-7.879,0.0343,0.229,0.843,0.287,0.713,95.508,1,7,4,2008-09-23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Float On,Modest Mouse,user_library,66,70.0,0.649,0.888,-4.807,0.0293,0.013,2.23e-06,0.0888,0.553,100.975,1,6,4,2004-04-05,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
Darling,Real Estate,user_library,57,60.0,0.596,0.894,-5.407,0.0265,0.00878,0.00659,0.104,0.572,132.994,1,0,5,2017-03-17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Starlight,Jai Wolf,user_library,64,0.0,0.312,0.72,-5.511,0.0338,0.00601,0.0337,0.0936,0.119,170.071,1,9,4,2017-04-07,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Drive,Jai Wolf,user_library,64,40.0,0.428,0.849,-1.816,0.032,0.0971,0.0285,0.0834,0.207,89.962,1,0,4,2016-05-06,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
In New York I Milly Rock,Big Poppa Perkie,user_library,28,42.0,0.814,0.725,-5.85,0.0897,0.0162,0.00115,0.279,0.439,163.02,0,6,4,2017-07-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Make a Move - Branchez Remix,Sweater Beats,user_library,47,0.0,0.669,0.662,-8.818,0.0473,0.167,0.024,0.0833,0.659,152.066,0,11,4,2013-05-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dreamer,Branchez,user_library,53,29.0,0.717,0.827,-6.37,0.0389,0.0251,0.00305,0.903,0.609,128.009,1,0,4,2016-12-16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Turn Up On the Weekend,Branchez,user_library,53,38.0,0.81,0.342,-8.801,0.0892,0.702,0.0274,0.11,0.0881,77.515,1,1,4,2017-07-14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
More Than You Know,Axwell /\ Ingrosso,user_library,71,0.0,0.641,0.731,-4.96,0.0339,0.0306,0.0,0.258,0.505,123.048,0,5,4,2017-05-24,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
