track,artist,data_type,popularity_artist,popularity_song,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,mode,key,time_signature,release_date,alternative,baltic_slavic,bluegrass,blues,celtic,country,dance,disco,edm,electro,english,folk,germanic,hip hop,house,jam band,jazz,other,piano,pop,psychedelic,punk,r&b,rap,reggae,rock,romance,soul,south_american,swing,techno,trance
FABRIC,BROCKHAMPTON,user_library,77,44.0,0.52,0.547,-10.422,0.214,0.132,0.0395,0.116,0.175,175.986,0,2,4,2018-09-21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Intro,NxWorries,user_library,58,37.0,0.723,0.845,-9.682,0.186,0.0732,2.62e-06,0.681,0.736,129.883,1,9,4,2016-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
What More Can I Say,NxWorries,user_library,58,54.0,0.455,0.524,-5.691,0.147,0.147,0.0,0.161,0.584,74.885,0,9,4,2016-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
H.A.N.,NxWorries,user_library,58,40.0,0.496,0.605,-11.766,0.46,0.313,0.0188,0.127,0.163,81.303,0,8,4,2016-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Scared Money,NxWorries,user_library,58,52.0,0.543,0.837,-7.415,0.0939,0.473,0.0,0.209,0.893,170.265,1,5,3,2016-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Starlite,NxWorries,user_library,58,41.0,0.418,0.787,-7.528,0.295,0.364,0.0,0.106,0.736,141.693,1,5,4,2016-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jodi,NxWorries,user_library,58,37.0,0.582,0.425,-10.294,0.122,0.282,0.000353,0.254,0.878,84.41,1,7,3,2016-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Link Up,NxWorries,user_library,58,47.0,0.656,0.814,-7.229,0.269,0.0871,0.000375,0.173,0.526,100.086,1,1,4,2016-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Livvin,NxWorries,user_library,58,42.0,0.353,0.748,-5.984,0.246,0.565,7.86e-06,0.551,0.287,137.856,1,0,3,2016-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Wngs,NxWorries,user_library,58,42.0,0.646,0.843,-7.246,0.114,0.329,1.97e-05,0.194,0.729,77.084,1,2,4,2016-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Best One,NxWorries,user_library,58,43.0,0.515,0.866,-5.792,0.264,0.169,5.47e-06,0.351,0.533,83.328,1,6,4,2016-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kutless,NxWorries,user_library,58,42.0,0.593,0.603,-7.83,0.0534,0.0527,0.0604,0.416,0.225,71.531,1,10,4,2016-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lyk Dis,NxWorries,user_library,58,52.0,0.703,0.493,-6.217,0.278,0.0338,0.0,0.449,0.579,85.039,0,1,4,2016-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Can’t Stop,NxWorries,user_library,58,40.0,0.407,0.625,-10.263,0.57,0.367,0.00196,0.237,0.565,83.241,0,6,4,2016-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Get Bigger / Do U Luv,NxWorries,user_library,58,49.0,0.517,0.774,-6.925,0.323,0.242,2.56e-05,0.225,0.817,77.874,0,10,4,2016-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Khadijah,NxWorries,user_library,58,41.0,0.759,0.722,-7.158,0.154,0.0669,0.00231,0.207,0.842,81.5,1,1,4,2016-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Suede,NxWorries,user_library,58,62.0,0.669,0.735,-7.264,0.329,0.459,0.0,0.103,0.723,117.284,1,10,4,2016-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sidepiece,NxWorries,user_library,58,40.0,0.446,0.588,-9.464,0.242,0.656,1.94e-06,0.243,0.594,77.177,0,8,4,2016-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Another Time,NxWorries,user_library,58,43.0,0.531,0.67,-6.889,0.0741,0.116,0.0,0.378,0.808,87.729,0,2,3,2016-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fkku,NxWorries,user_library,58,39.0,0.617,0.495,-8.63,0.213,0.757,0.0118,0.139,0.676,144.887,1,3,4,2016-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bubblin (feat. Busta Rhymes) - Remix,Anderson .Paak,user_library,79,40.0,0.544,0.916,-2.742,0.231,0.0687,0.0,0.352,0.454,108.257,1,1,5,2018-07-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Love It (& Lil Pump),Kanye West,user_library,91,74.0,0.901,0.522,-8.304,0.33,0.0114,0.0,0.259,0.329,104.053,1,2,4,2018-09-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Loyal,ODESZA,user_library,73,51.0,0.497,0.925,-4.489,0.0745,0.00523,0.781,0.222,0.262,139.961,1,2,4,2018-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Free Bird,Lynyrd Skynyrd,user_library,75,0.0,0.232,0.82,-9.332,0.0441,0.000577,0.164,0.0678,0.511,150.434,1,0,4,2007-11-02,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Get Together,The Youngbloods,user_library,45,27.0,0.572,0.572,-9.647,0.0252,0.344,0.0021,0.0859,0.663,103.026,1,2,4,2009-07-23,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Turn! Turn! Turn!,The Byrds,user_library,61,0.0,0.451,0.808,-8.14,0.045,0.124,1.58e-05,0.0449,0.748,124.684,1,2,4,1965,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
California Dreamin' - Single Version,The Mamas & The Papas,user_library,70,0.0,0.563,0.555,-8.767,0.0293,0.0241,0.0,0.0632,0.482,112.369,0,1,4,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Mrs. Robinson,Simon & Garfunkel,user_library,76,0.0,0.61,0.466,-13.331,0.0426,0.772,1.33e-05,0.0932,0.836,91.965,0,6,4,2002-10-14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Respect,Aretha Franklin,user_library,75,0.0,0.819,0.537,-5.223,0.0414,0.15,0.000218,0.0871,0.963,115.086,1,0,4,1985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Stormy Love, NM.",ZHU,user_library,72,49.0,0.618,0.692,-6.995,0.0517,0.133,0.258,0.0885,0.492,176.991,0,4,4,2018-09-07,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Still Want U,ZHU,user_library,72,55.0,0.863,0.507,-7.048,0.354,0.0916,2.34e-05,0.154,0.238,97.009,0,11,4,2018-09-07,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guilty Love,ZHU,user_library,72,48.0,0.79,0.597,-6.024,0.0522,0.00624,0.457,0.0671,0.379,123.038,0,4,4,2018-09-07,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desert Woman,ZHU,user_library,72,43.0,0.71,0.651,-8.537,0.0707,0.0223,0.864,0.0657,0.15,122.987,1,1,4,2018-09-07,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Provocateur,ZHU,user_library,72,40.0,0.849,0.487,-7.975,0.283,0.145,0.25,0.101,0.251,121.971,0,4,4,2018-09-07,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burn Babylon,ZHU,user_library,72,38.0,0.802,0.664,-5.07,0.0488,0.0283,0.00178,0.208,0.546,117.998,0,3,4,2018-09-07,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Save Me,ZHU,user_library,72,41.0,0.786,0.495,-7.949,0.0491,0.0237,0.0604,0.144,0.309,120.02,1,11,4,2018-09-07,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghost In My Bed,ZHU,user_library,72,41.0,0.755,0.699,-6.846,0.0334,0.153,0.113,0.113,0.164,125.008,1,6,4,2018-09-07,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love That Hurts,ZHU,user_library,72,50.0,0.796,0.619,-8.45,0.0722,0.0977,0.0027,0.165,0.327,106.041,0,11,4,2018-09-07,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light It Up,ZHU,user_library,72,56.0,0.835,0.541,-7.366,0.117,0.112,0.561,0.634,0.365,105.012,0,3,4,2018-09-07,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drowning,ZHU,user_library,72,46.0,0.639,0.446,-8.746,0.0741,0.0382,0.0,0.119,0.239,123.952,0,6,4,2018-09-07,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coming Home,ZHU,user_library,72,44.0,0.755,0.656,-7.501,0.188,0.145,0.000529,0.0755,0.597,90.058,0,10,4,2018-09-07,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waters of Monaco,ZHU,user_library,72,40.0,0.721,0.571,-7.774,0.0756,0.0423,0.357,0.104,0.0862,112.022,0,4,4,2018-09-07,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Life,ZHU,user_library,72,56.0,0.755,0.557,-7.985,0.0373,0.257,0.0524,0.103,0.21,109.983,0,0,4,2018-09-07,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942 (feat. Yo Gotti & YBN Nahmir),G-Eazy,user_library,83,65.0,0.817,0.646,-5.12,0.249,0.0152,0.0,0.125,0.835,162.898,0,4,4,2018-04-13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
OTW,Khalid,user_library,91,75.0,0.652,0.678,-6.183,0.0541,0.183,3.26e-05,0.106,0.28,72.989,1,2,4,2018-04-20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Love Lies (with Normani),Khalid,user_library,91,75.0,0.708,0.648,-5.626,0.0449,0.0956,0.0,0.134,0.338,143.955,1,6,4,2018-02-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Technikal,Dombresky,user_library,56,31.0,0.765,0.865,-4.447,0.104,0.00299,0.158,0.0978,0.367,127.978,0,9,4,2017-06-09,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1st of Tha Month,Bone Thugs-N-Harmony,user_library,68,64.0,0.729,0.581,-8.235,0.18,0.0777,3.81e-06,0.696,0.508,74.038,0,5,4,1995-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
No Place,RÜFÜS DU SOL,user_library,71,24.0,0.612,0.876,-6.247,0.0315,0.0167,0.175,0.189,0.187,120.022,0,4,4,2018-08-10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Underwater,RÜFÜS DU SOL,user_library,71,42.0,0.611,0.809,-6.63,0.0342,0.019,0.0185,0.114,0.428,118.003,0,6,4,2018-08-10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The City (feat. Phoebe Ryan),Skizzy Mars,user_library,61,45.0,0.65,0.859,-4.092,0.13,0.0297,0.0,0.0985,0.661,93.079,1,7,4,2015-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
STARGAZING,Travis Scott,user_library,94,79.0,0.487,0.789,-3.69,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,1,8,4,2018-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CAROUSEL,Travis Scott,user_library,94,70.0,0.428,0.403,-5.914,0.209,0.229,0.0,0.22,0.133,95.387,0,5,5,2018-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SICKO MODE,Travis Scott,user_library,94,87.0,0.834,0.73,-3.714,0.222,0.00513,0.0,0.124,0.446,155.008,1,8,4,2018-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R.I.P. SCREW,Travis Scott,user_library,94,70.0,0.607,0.609,-5.978,0.291,0.389,1.6e-05,0.111,0.556,74.946,0,0,4,2018-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
STOP TRYING TO BE GOD,Travis Scott,user_library,94,72.0,0.588,0.567,-3.738,0.0628,0.221,0.0,0.135,0.113,150.009,0,4,4,2018-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NO BYSTANDERS,Travis Scott,user_library,94,74.0,0.731,0.811,-3.225,0.0712,0.0204,0.0,0.411,0.426,147.045,1,1,4,2018-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SKELETONS,Travis Scott,user_library,94,71.0,0.46,0.686,-5.948,0.0367,0.00146,0.0,0.375,0.252,148.054,0,0,4,2018-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WAKE UP,Travis Scott,user_library,94,74.0,0.741,0.645,-5.116,0.0963,0.192,0.0,0.163,0.488,149.07,0,11,4,2018-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5% TINT,Travis Scott,user_library,94,71.0,0.712,0.481,-5.415,0.0487,0.173,0.0,0.241,0.062,140.0,0,4,4,2018-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NC-17,Travis Scott,user_library,94,67.0,0.804,0.763,-5.48,0.0519,0.0678,0.0,0.368,0.0585,136.052,1,2,4,2018-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ASTROTHUNDER,Travis Scott,user_library,94,74.0,0.7,0.46,-8.111,0.0661,0.142,4.81e-05,0.111,0.286,151.901,0,4,4,2018-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
YOSEMITE,Travis Scott,user_library,94,77.0,0.785,0.554,-6.571,0.0409,0.283,3.4e-06,0.116,0.144,128.047,1,0,4,2018-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CAN'T SAY,Travis Scott,user_library,94,78.0,0.702,0.708,-5.366,0.0547,0.201,0.0,0.118,0.713,147.98,0,10,4,2018-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WHO? WHAT!,Travis Scott,user_library,94,69.0,0.834,0.731,-5.603,0.0566,0.0462,0.0,0.0731,0.681,140.001,0,10,4,2018-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BUTTERFLY EFFECT,Travis Scott,user_library,94,81.0,0.763,0.628,-5.85,0.05,0.0531,0.0,0.114,0.193,140.958,1,11,4,2018-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HOUSTONFORNICATION,Travis Scott,user_library,94,72.0,0.689,0.723,-4.052,0.0836,0.0985,0.0,0.158,0.288,160.042,0,0,4,2018-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
COFFEE BEAN,Travis Scott,user_library,94,71.0,0.81,0.582,-5.098,0.125,0.0862,0.00681,0.207,0.503,95.004,0,5,4,2018-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Stardust (Intro),ZHU,user_library,72,43.0,0.421,0.505,-6.817,0.077,0.403,0.104,0.0775,0.0372,175.526,0,1,3,2017-08-18,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chasing Marrakech,ZHU,user_library,72,48.0,0.674,0.705,-5.335,0.0349,0.127,0.501,0.361,0.338,153.951,0,5,4,2017-08-18,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dreams,ZHU,user_library,72,53.0,0.521,0.55,-6.222,0.0709,0.0029,0.171,0.0955,0.0391,184.018,1,1,4,2017-08-18,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exhale,ZHU,user_library,72,47.0,0.751,0.644,-9.235,0.124,0.0713,0.0807,0.0801,0.252,139.985,0,8,4,2017-08-18,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The City (with Quinn XCII),Louis The Child,user_library,72,0.0,0.531,0.675,-3.281,0.33,0.121,0.0,0.327,0.799,177.953,1,0,4,2018-07-13,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Yeah (Fantasizing),boy pablo,user_library,70,47.0,0.65,0.697,-6.288,0.0293,0.00549,0.000113,0.172,0.592,127.941,1,4,4,2017-05-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Everytime,boy pablo,user_library,70,68.0,0.431,0.663,-10.066,0.0351,0.0249,0.0397,0.117,0.855,203.908,1,2,4,2017-05-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
imreallytiredthisdaysucks,boy pablo,user_library,70,48.0,0.844,0.559,-10.095,0.0559,0.00829,0.00244,0.211,0.311,110.927,1,9,4,2017-05-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ur phone,boy pablo,user_library,70,49.0,0.435,0.355,-11.015,0.0269,0.0386,0.712,0.601,0.739,180.004,1,10,4,2017-05-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ready / Problems,boy pablo,user_library,70,53.0,0.561,0.708,-7.774,0.0367,0.0788,0.00924,0.226,0.419,132.048,1,0,4,2017-05-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Dance, Baby!",boy pablo,user_library,70,71.0,0.602,0.601,-8.521,0.0411,0.037,0.0046,0.312,0.856,122.017,1,9,4,2017-05-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Losing You,boy pablo,user_library,70,44.0,0.597,0.771,-10.717,0.0394,0.0111,4.68e-06,0.0987,0.811,104.008,1,5,4,2018-02-23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I'm Upset,Drake,user_library,97,0.0,0.899,0.587,-7.866,0.338,0.279,0.0,0.0835,0.49,149.993,0,11,4,2018-06-29,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Sandra’s Rose,Drake,user_library,97,0.0,0.487,0.85,-5.427,0.25,0.047,0.0,0.142,0.523,152.102,1,1,4,2018-06-29,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Summer Games,Drake,user_library,97,0.0,0.776,0.482,-11.268,0.0356,0.481,0.0457,0.11,0.128,136.015,1,1,4,2018-06-29,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Nice For What,Drake,user_library,97,0.0,0.7,0.909,-6.461,0.0628,0.0884,0.000114,0.0778,0.757,93.469,1,8,4,2018-06-29,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Ratchet Happy Birthday,Drake,user_library,97,0.0,0.648,0.535,-13.295,0.1,0.458,0.00246,0.106,0.444,168.03,1,2,4,2018-06-29,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
That’s How You Feel,Drake,user_library,97,0.0,0.81,0.451,-6.348,0.249,0.152,0.0537,0.108,0.359,85.417,0,10,4,2018-06-29,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Blue Tint,Drake,user_library,97,0.0,0.888,0.377,-10.142,0.339,0.0126,0.0,0.19,0.126,133.996,0,7,4,2018-06-29,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
In My Feelings,Drake,user_library,97,2.0,0.735,0.482,-9.445,0.139,0.00623,0.0144,0.448,0.315,181.995,1,8,4,2018-06-29,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Survival,Drake,user_library,97,0.0,0.685,0.593,-9.083,0.284,0.134,0.0,0.123,0.144,84.763,0,9,4,2018-06-29,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Nonstop,Drake,user_library,97,2.0,0.909,0.405,-8.133,0.14,0.0306,0.00698,0.105,0.455,154.984,0,6,4,2018-06-29,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Elevate,Drake,user_library,97,0.0,0.755,0.47,-8.72,0.139,0.0153,0.0,0.118,0.0604,76.056,1,1,4,2018-06-29,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Emotionless,Drake,user_library,97,0.0,0.413,0.676,-5.124,0.213,0.0239,0.0,0.0811,0.0827,173.478,1,1,4,2018-06-29,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
God's Plan,Drake,user_library,97,0.0,0.754,0.449,-9.212,0.108,0.0329,7.84e-05,0.55,0.35,77.167,1,7,4,2018-06-29,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8 Out Of 10,Drake,user_library,97,0.0,0.534,0.684,-7.874,0.717,0.164,0.0,0.499,0.338,170.416,0,11,4,2018-06-29,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Mob Ties,Drake,user_library,97,1.0,0.755,0.575,-8.392,0.0673,0.0443,0.00127,0.276,0.493,85.994,0,4,4,2018-06-29,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Can’t Take A Joke,Drake,user_library,97,0.0,0.878,0.432,-9.852,0.143,0.041,0.0,0.0571,0.441,86.956,0,10,4,2018-06-29,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Talk Up,Drake,user_library,97,0.0,0.759,0.479,-10.65,0.186,0.0039,5.3e-06,0.302,0.347,140.089,1,11,4,2018-06-29,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Is There More,Drake,user_library,97,0.0,0.636,0.538,-7.725,0.312,0.738,0.0,0.149,0.514,83.508,1,1,4,2018-06-29,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
